person_id,occasion,situation_type,goal_activation,threat_appraisal,challenge_appraisal,self_efficacy,self_regulation,emotional_arousal,perceived_support,prosocial_behavior,avoidance_behavior,task_persistence,appraisal_balance,regulation_capacity,approach_orientation,avoidance_pressure
SCP025,1,supportive_feedback,3.229,1.677,6.054,5.608,4.861,1.131,4.915,4.953,1.000,5.237,4.377,5.235,4.964,1.631
SCP025,2,ambiguous_social_signal,3.573,3.170,3.560,4.445,4.496,2.147,3.183,3.509,1.000,3.817,0.390,4.471,3.859,3.045
SCP025,3,performance_challenge,3.055,2.222,6.207,4.892,4.055,2.507,4.178,4.310,1.000,4.160,3.985,4.473,4.718,2.517
SCP025,4,authority_evaluation,3.828,3.578,2.987,3.880,4.235,2.284,3.259,2.837,2.195,3.265,-0.591,4.057,3.565,3.201
SCP025,5,collaborative_task,4.250,2.794,4.748,4.423,4.606,2.654,4.477,3.805,1.000,4.495,1.954,4.514,4.474,2.657
SCP025,6,rejection_cue,3.237,4.242,2.248,4.136,4.916,2.844,2.758,2.751,2.337,3.503,-1.994,4.526,3.207,3.776
SCP025,7,autonomy_opportunity,2.991,2.567,5.817,5.046,4.095,1.813,3.552,3.747,1.518,3.872,3.250,4.571,4.618,2.609
SCP025,8,conflict_repair,3.119,3.587,4.438,3.892,3.944,2.068,3.259,3.283,1.953,3.519,0.851,3.918,3.816,3.132
SCP026,1,supportive_feedback,5.325,2.040,5.552,4.693,4.159,1.938,3.527,4.653,1.241,4.998,3.512,4.426,5.190,2.484
SCP026,2,ambiguous_social_signal,5.401,3.524,3.323,4.135,3.990,2.718,2.562,4.059,1.709,5.033,-0.201,4.063,4.286,3.560
SCP026,3,performance_challenge,5.068,2.581,5.455,5.172,4.345,1.502,3.417,4.367,1.166,5.199,2.874,4.758,5.231,2.556
SCP026,4,authority_evaluation,6.039,3.278,3.131,4.599,4.857,3.438,2.733,4.221,1.913,4.094,-0.147,4.728,4.590,3.661
SCP026,5,collaborative_task,5.041,1.184,4.116,4.164,4.707,1.552,3.399,3.983,1.000,4.691,2.933,4.436,4.440,2.112
SCP026,6,rejection_cue,5.035,3.740,2.546,4.249,4.803,2.761,2.031,3.691,2.818,3.909,-1.193,4.526,3.944,3.823
SCP026,7,autonomy_opportunity,5.481,2.719,5.582,5.201,5.356,2.681,2.841,4.463,1.450,5.410,2.863,5.279,5.421,3.186
SCP026,8,conflict_repair,5.262,2.684,3.947,4.432,4.699,2.065,3.137,3.384,1.537,4.319,1.263,4.566,4.547,2.871
SCP027,1,supportive_feedback,2.847,2.599,5.426,4.589,4.943,1.447,3.838,4.501,1.456,4.113,2.826,4.766,4.287,2.403
SCP027,2,ambiguous_social_signal,3.310,2.715,3.166,4.760,4.050,1.899,2.809,2.910,1.079,3.283,0.451,4.405,3.745,2.935
SCP027,3,performance_challenge,3.265,3.425,5.485,4.580,3.837,2.112,2.372,3.536,1.476,4.420,2.060,4.208,4.443,3.388
SCP027,4,authority_evaluation,2.947,3.883,3.385,4.379,4.506,2.924,3.218,2.783,2.026,3.664,-0.498,4.443,3.571,3.530
SCP027,5,collaborative_task,3.564,2.043,4.291,4.406,4.040,1.878,3.651,3.280,1.069,4.224,2.247,4.223,4.087,2.423
SCP027,6,rejection_cue,4.018,4.139,2.694,4.584,3.485,3.707,1.812,2.855,2.778,3.968,-1.445,4.035,3.765,4.345
SCP027,7,autonomy_opportunity,3.449,2.474,5.289,4.516,5.406,1.712,2.952,4.332,2.051,4.353,2.815,4.961,4.418,2.745
SCP027,8,conflict_repair,2.398,3.474,4.032,4.415,4.080,2.390,3.469,3.132,1.599,3.908,0.558,4.247,3.615,3.132
SCP028,1,supportive_feedback,3.956,2.220,5.212,6.148,5.689,2.167,5.106,4.842,1.000,5.383,2.993,5.919,5.106,2.094
SCP028,2,ambiguous_social_signal,4.933,3.672,3.695,4.447,5.018,3.334,4.089,3.843,2.048,4.510,0.024,4.732,4.359,3.305
SCP028,3,performance_challenge,4.056,1.801,5.208,5.833,6.082,1.000,4.154,3.998,1.000,4.627,3.408,5.958,5.033,1.882
SCP028,4,authority_evaluation,3.668,2.965,2.955,5.145,5.268,2.053,3.796,3.408,1.655,4.306,-0.009,5.207,3.922,2.740
SCP028,5,collaborative_task,4.059,1.956,4.813,6.175,5.680,1.774,4.257,4.173,1.000,4.953,2.857,5.928,5.016,2.158
SCP028,6,rejection_cue,3.589,3.920,3.122,5.778,5.201,2.406,3.006,3.324,1.398,4.290,-0.798,5.490,4.163,3.440
SCP028,7,autonomy_opportunity,4.270,1.827,5.057,6.035,5.532,1.000,4.240,4.748,1.000,4.624,3.230,5.784,5.121,1.862
SCP028,8,conflict_repair,3.614,2.446,4.998,5.675,6.192,1.758,3.984,3.847,1.000,4.971,2.552,5.934,4.762,2.407
SCP029,1,supportive_feedback,4.103,2.157,5.747,5.813,5.061,1.496,3.272,4.772,1.000,4.716,3.590,5.437,5.221,2.460
SCP029,2,ambiguous_social_signal,3.319,3.860,3.759,4.979,4.987,1.923,2.547,3.067,1.338,4.231,-0.101,4.983,4.019,3.412
SCP029,3,performance_challenge,3.810,2.481,6.135,5.761,5.460,1.155,3.397,4.490,1.000,5.258,3.654,5.610,5.235,2.413
SCP029,4,authority_evaluation,3.920,3.556,3.892,6.365,5.571,2.243,3.377,3.536,1.343,4.515,0.337,5.968,4.726,3.141
SCP029,5,collaborative_task,4.059,2.212,3.827,5.313,4.825,2.317,3.725,3.905,1.258,4.932,1.615,5.069,4.399,2.601
SCP029,6,rejection_cue,3.647,3.637,3.121,5.422,4.988,1.610,2.146,3.227,1.978,5.276,-0.516,5.205,4.063,3.367
SCP029,7,autonomy_opportunity,4.263,1.804,5.844,5.696,5.506,1.132,3.115,3.773,1.000,4.863,4.040,5.601,5.268,2.273
SCP029,8,conflict_repair,4.020,3.409,4.455,4.806,5.775,2.192,3.122,3.464,1.406,4.500,1.046,5.291,4.427,3.160
SCP030,1,supportive_feedback,5.079,3.198,4.608,3.780,3.134,3.001,4.037,4.341,2.029,4.166,1.411,3.457,4.489,3.054
SCP030,2,ambiguous_social_signal,4.594,3.996,3.256,3.221,3.160,2.710,4.021,3.051,1.940,3.806,-0.741,3.190,3.690,3.228
SCP030,3,performance_challenge,5.123,3.137,5.241,3.294,3.470,3.304,3.842,4.621,2.114,3.805,2.104,3.382,4.553,3.200
SCP030,4,authority_evaluation,4.210,3.911,2.799,3.250,3.134,1.366,3.345,3.217,1.944,3.420,-1.112,3.192,3.420,2.977
SCP030,5,collaborative_task,4.849,3.442,5.126,3.349,3.476,2.865,4.473,3.326,1.933,4.220,1.683,3.413,4.441,2.945
SCP030,6,rejection_cue,4.682,5.348,1.877,3.055,2.830,3.802,3.158,3.001,3.230,2.807,-3.471,2.942,3.205,4.331
SCP030,7,autonomy_opportunity,4.511,2.351,5.279,3.669,3.456,1.888,4.221,4.185,1.148,3.773,2.928,3.562,4.486,2.340
SCP030,8,conflict_repair,4.118,3.280,4.092,4.023,4.021,2.602,4.275,3.357,1.548,4.560,0.812,4.022,4.078,2.869
SCP031,1,supportive_feedback,5.040,2.125,5.426,6.521,5.920,2.086,4.669,5.121,1.000,5.679,3.301,6.220,5.662,2.180
SCP031,2,ambiguous_social_signal,3.922,2.968,2.968,5.890,6.175,1.584,3.019,3.435,1.000,4.810,0.000,6.033,4.260,2.844
SCP031,3,performance_challenge,4.585,2.391,5.542,6.680,6.397,1.666,3.375,5.205,1.457,5.594,3.151,6.538,5.602,2.561
SCP031,4,authority_evaluation,4.154,2.153,4.669,5.691,5.610,1.634,3.999,4.343,1.000,5.085,2.517,5.651,4.838,2.262
SCP031,5,collaborative_task,4.137,1.061,5.482,6.972,6.715,1.000,4.196,4.940,1.000,5.717,4.421,6.844,5.530,1.622
SCP031,6,rejection_cue,4.534,3.421,2.945,5.857,6.108,2.410,2.903,3.592,1.790,4.547,-0.477,5.983,4.446,3.309
SCP031,7,autonomy_opportunity,5.025,1.964,5.779,6.759,6.014,3.293,4.228,5.077,1.000,5.053,3.814,6.387,5.854,2.677
SCP031,8,conflict_repair,4.170,2.653,5.078,6.271,6.238,2.103,3.746,4.782,1.000,5.542,2.425,6.254,5.173,2.670
SCP032,1,supportive_feedback,3.742,3.013,5.302,4.377,3.857,2.768,4.436,3.419,1.823,4.393,2.289,4.117,4.473,2.782
SCP032,2,ambiguous_social_signal,2.980,4.311,2.814,3.180,2.832,3.702,3.345,3.056,2.500,2.477,-1.497,3.006,2.992,3.889
SCP032,3,performance_challenge,3.882,4.293,4.223,3.551,3.431,2.581,3.626,3.454,2.267,3.103,-0.070,3.491,3.885,3.416
SCP032,4,authority_evaluation,2.866,3.457,3.257,3.706,3.550,2.925,2.810,2.479,1.833,3.613,-0.200,3.628,3.276,3.524
SCP032,5,collaborative_task,3.525,3.048,4.646,4.285,3.236,2.808,4.118,3.827,1.006,4.102,1.599,3.761,4.152,2.912
SCP032,6,rejection_cue,3.050,3.988,2.424,3.377,3.279,3.402,2.169,2.340,2.184,3.350,-1.565,3.328,2.950,4.074
SCP032,7,autonomy_opportunity,4.106,2.908,4.626,4.174,3.448,2.182,3.869,3.212,1.192,3.945,1.718,3.811,4.302,2.740
SCP032,8,conflict_repair,3.238,3.448,4.558,3.661,3.343,2.971,3.322,3.857,2.244,3.265,1.110,3.502,3.819,3.366
SCP033,1,supportive_feedback,5.124,1.811,5.454,4.531,4.858,1.886,4.209,5.143,1.000,4.804,3.643,4.694,5.036,2.163
SCP033,2,ambiguous_social_signal,4.972,3.643,3.572,4.807,4.886,2.419,2.655,3.313,1.397,4.415,-0.071,4.847,4.451,3.469
SCP033,3,performance_challenge,5.322,3.139,5.591,5.766,4.508,2.186,3.192,4.721,1.352,4.824,2.451,5.137,5.560,3.045
SCP033,4,authority_evaluation,4.529,2.955,3.363,4.666,4.500,2.305,2.883,3.380,1.668,4.250,0.407,4.583,4.186,3.126
SCP033,5,collaborative_task,4.688,2.120,4.055,5.312,5.044,1.560,5.055,5.110,1.000,4.431,1.935,5.178,4.685,1.875
SCP033,6,rejection_cue,5.361,4.477,2.943,4.008,3.672,4.261,2.892,3.310,2.927,3.023,-1.534,3.840,4.104,4.282
SCP033,7,autonomy_opportunity,5.409,2.179,4.810,4.553,3.697,2.744,5.003,4.020,1.096,4.173,2.631,4.125,4.924,2.307
SCP033,8,conflict_repair,5.083,2.252,4.673,4.249,4.433,2.522,3.600,4.452,1.277,5.665,2.420,4.341,4.668,2.725
SCP034,1,supportive_feedback,3.927,3.505,5.176,5.144,4.272,2.788,3.296,3.696,2.015,4.261,1.670,4.708,4.749,3.332
SCP034,2,ambiguous_social_signal,2.911,3.184,2.520,3.160,3.991,2.592,2.436,3.544,2.131,3.595,-0.664,3.575,2.863,3.447
SCP034,3,performance_challenge,3.227,2.629,4.873,4.933,4.470,2.492,2.878,3.980,1.643,4.338,2.244,4.702,4.344,3.081
SCP034,4,authority_evaluation,2.669,4.368,3.115,4.479,4.247,3.104,3.111,3.337,2.474,2.894,-1.253,4.363,3.421,3.787
SCP034,5,collaborative_task,3.113,2.119,5.268,5.342,4.719,1.916,3.459,3.953,1.115,4.542,3.149,5.031,4.574,2.525
SCP034,6,rejection_cue,3.671,3.697,2.542,4.299,3.517,2.428,2.072,2.922,2.216,3.037,-1.155,3.908,3.504,3.685
SCP034,7,autonomy_opportunity,4.104,1.941,5.359,4.567,5.090,1.599,2.707,3.611,1.150,3.916,3.418,4.828,4.677,2.611
SCP034,8,conflict_repair,3.554,2.259,4.519,4.737,4.798,1.661,2.724,3.756,1.577,5.084,2.259,4.767,4.270,2.732
SCP035,1,supportive_feedback,4.043,2.819,5.548,3.522,3.579,2.553,3.369,4.120,1.697,4.254,2.729,3.550,4.371,3.001
SCP035,2,ambiguous_social_signal,4.504,3.674,2.991,4.021,3.463,2.501,2.877,3.596,1.675,3.573,-0.683,3.742,3.839,3.432
SCP035,3,performance_challenge,5.286,3.627,4.962,4.066,3.492,3.003,2.164,3.589,2.629,4.296,1.335,3.779,4.771,3.822
SCP035,4,authority_evaluation,4.329,3.781,3.494,2.437,2.915,2.710,1.126,3.348,3.289,2.560,-0.287,2.676,3.420,4.122
SCP035,5,collaborative_task,4.058,3.693,4.762,3.196,2.973,2.999,3.314,3.336,1.907,3.696,1.069,3.085,4.005,3.459
SCP035,6,rejection_cue,4.179,4.210,2.447,3.538,3.115,3.266,2.565,3.278,3.106,3.684,-1.763,3.327,3.388,3.971
SCP035,7,autonomy_opportunity,4.288,2.759,4.896,4.184,4.172,2.708,3.043,3.759,1.885,3.986,2.137,4.178,4.456,3.141
SCP035,8,conflict_repair,4.590,3.541,4.049,3.964,2.844,3.632,2.493,3.011,2.046,3.983,0.508,3.404,4.201,3.894
SCP036,1,supportive_feedback,3.732,2.146,5.798,4.838,5.128,2.028,3.647,4.276,1.000,4.487,3.652,4.983,4.789,2.509
SCP036,2,ambiguous_social_signal,3.676,3.227,2.900,4.758,4.413,2.997,2.912,3.912,1.678,3.868,-0.328,4.586,3.778,3.437
SCP036,3,performance_challenge,3.145,2.864,5.491,4.924,4.213,2.263,2.853,3.602,1.578,3.543,2.628,4.569,4.520,3.091
SCP036,4,authority_evaluation,3.228,4.083,3.364,4.412,5.223,3.522,2.608,3.263,2.224,3.926,-0.719,4.818,3.668,3.999
SCP036,5,collaborative_task,3.112,2.367,5.086,4.738,5.217,1.862,4.529,4.056,1.000,4.340,2.719,4.977,4.312,2.233
SCP036,6,rejection_cue,3.408,3.467,3.068,4.729,5.163,1.857,2.641,3.138,1.487,4.319,-0.400,4.946,3.735,3.228
SCP036,7,autonomy_opportunity,3.558,1.707,5.442,5.074,4.482,1.757,3.297,4.401,1.000,3.780,3.735,4.778,4.692,2.389
SCP036,8,conflict_repair,3.021,3.144,4.108,5.301,4.220,1.788,3.298,3.335,1.000,4.170,0.964,4.761,4.143,2.878
SCP037,1,supportive_feedback,5.251,1.663,5.093,5.003,4.956,1.790,3.919,4.670,1.000,5.732,3.431,4.980,5.116,2.178
SCP037,2,ambiguous_social_signal,5.023,3.495,3.446,4.852,4.088,3.227,1.537,3.106,2.000,5.013,-0.048,4.470,4.441,4.062
SCP037,3,performance_challenge,5.254,2.348,4.793,4.967,5.101,2.436,3.222,3.792,1.000,4.764,2.444,5.034,5.004,2.854
SCP037,4,authority_evaluation,4.295,2.913,3.255,4.392,4.549,2.745,2.833,4.268,1.528,3.661,0.342,4.471,3.981,3.275
SCP037,5,collaborative_task,5.232,2.390,5.277,4.737,4.802,1.805,3.340,4.847,1.165,4.270,2.887,4.769,5.082,2.618
SCP037,6,rejection_cue,3.819,3.909,2.811,4.427,4.686,1.776,2.852,4.054,1.623,3.657,-1.098,4.556,3.686,3.278
SCP037,7,autonomy_opportunity,5.775,1.743,5.599,5.368,5.328,1.648,3.183,5.126,1.000,6.267,3.857,5.348,5.581,2.403
SCP037,8,conflict_repair,4.594,2.245,5.533,4.876,4.333,1.885,3.481,4.427,1.872,4.841,3.287,4.604,5.001,2.550
SCP038,1,supportive_feedback,3.960,2.053,5.183,5.132,4.868,1.240,4.377,4.329,1.000,4.842,3.130,5.000,4.758,1.972
SCP038,2,ambiguous_social_signal,3.983,4.096,2.564,4.426,4.141,2.576,2.624,2.610,1.919,4.364,-1.531,4.283,3.658,3.683
SCP038,3,performance_challenge,3.126,3.363,5.329,4.611,3.969,2.622,3.611,3.720,2.100,3.970,1.966,4.290,4.355,3.125
SCP038,4,authority_evaluation,3.591,2.969,3.025,4.617,4.608,2.194,3.219,4.058,1.874,4.081,0.056,4.612,3.744,2.981
SCP038,5,collaborative_task,3.905,1.925,5.458,4.819,5.038,1.946,3.852,4.874,1.427,4.181,3.533,4.929,4.727,2.340
SCP038,6,rejection_cue,3.060,3.887,2.585,3.742,4.578,2.778,3.058,3.396,2.144,3.266,-1.303,4.160,3.129,3.536
SCP038,7,autonomy_opportunity,3.765,2.311,5.572,4.724,5.675,2.154,4.164,3.922,1.000,4.755,3.261,5.199,4.687,2.434
SCP038,8,conflict_repair,3.191,3.198,4.172,4.691,4.593,2.253,3.752,3.759,1.601,3.596,0.974,4.642,4.018,2.899
SCP039,1,supportive_feedback,4.750,2.095,5.029,6.118,5.818,2.030,5.282,4.378,1.000,5.761,2.934,5.968,5.299,1.947
SCP039,2,ambiguous_social_signal,3.478,3.359,4.282,5.445,5.302,1.491,4.294,4.023,1.000,4.748,0.924,5.374,4.402,2.518
SCP039,3,performance_challenge,3.504,3.041,5.355,5.722,5.486,1.858,3.980,4.611,1.381,5.168,2.314,5.604,4.860,2.640
SCP039,4,authority_evaluation,3.631,2.802,3.669,5.569,5.233,1.749,3.722,4.330,1.097,4.763,0.867,5.401,4.290,2.609
SCP039,5,collaborative_task,3.633,1.543,4.907,6.670,5.670,1.859,5.346,4.312,1.000,5.143,3.364,6.170,5.070,1.685
SCP039,6,rejection_cue,4.141,3.075,3.007,5.413,5.391,2.521,3.530,3.752,1.140,4.399,-0.067,5.402,4.187,3.022
SCP039,7,autonomy_opportunity,4.956,2.596,6.518,6.307,5.468,2.037,4.706,4.281,1.000,5.536,3.922,5.887,5.927,2.309
SCP039,8,conflict_repair,4.547,2.928,5.267,6.047,5.772,2.296,4.183,4.652,1.000,5.151,2.338,5.910,5.287,2.681
SCP040,1,supportive_feedback,4.643,2.017,5.629,6.768,6.267,1.878,3.622,4.892,1.000,5.814,3.612,6.518,5.680,2.424
SCP040,2,ambiguous_social_signal,4.257,2.574,3.645,5.924,6.128,2.501,3.236,4.263,1.609,4.750,1.071,6.026,4.609,2.946
SCP040,3,performance_challenge,4.770,2.561,5.663,6.200,5.771,2.818,3.486,4.743,1.000,5.292,3.102,5.985,5.544,2.964
SCP040,4,authority_evaluation,4.318,2.995,3.548,5.664,5.236,2.663,2.404,3.906,1.312,4.485,0.553,5.450,4.510,3.418
SCP040,5,collaborative_task,3.862,1.753,5.601,6.206,6.970,1.000,2.587,4.963,1.000,5.089,3.848,6.588,5.223,2.389
SCP040,6,rejection_cue,3.522,3.287,2.497,5.501,6.089,1.497,1.881,3.607,1.209,4.096,-0.791,5.795,3.840,3.301
SCP040,7,autonomy_opportunity,4.108,2.123,5.664,6.139,6.925,1.448,3.837,5.251,1.000,5.663,3.540,6.532,5.304,2.245
SCP040,8,conflict_repair,4.232,2.057,5.156,6.442,6.676,1.805,2.591,4.965,1.000,5.598,3.099,6.559,5.276,2.757
SCP041,1,supportive_feedback,5.779,2.558,4.916,3.736,2.719,2.900,4.960,4.654,1.259,4.616,2.358,3.228,4.811,2.499
SCP041,2,ambiguous_social_signal,6.265,4.548,3.218,3.107,3.371,3.347,4.446,3.568,2.822,3.829,-1.330,3.239,4.197,3.483
SCP041,3,performance_challenge,4.407,3.416,4.754,3.499,3.469,2.878,4.461,3.869,1.503,3.615,1.337,3.484,4.220,2.945
SCP041,4,authority_evaluation,4.958,3.553,3.122,4.323,3.328,2.340,3.626,4.345,2.200,3.704,-0.431,3.826,4.134,3.089
SCP041,5,collaborative_task,4.758,2.520,4.554,4.686,4.508,1.452,5.187,5.119,1.000,4.778,2.034,4.597,4.666,1.928
SCP041,6,rejection_cue,5.310,3.672,2.847,3.886,3.354,2.377,3.593,3.235,1.722,3.394,-0.825,3.620,4.014,3.152
SCP041,7,autonomy_opportunity,5.819,2.839,4.690,4.585,4.343,2.433,4.709,4.289,1.000,4.568,1.851,4.464,5.031,2.521
SCP041,8,conflict_repair,5.431,3.580,4.321,3.870,3.837,3.133,4.320,4.848,1.733,4.254,0.741,3.853,4.541,3.131
SCP042,1,supportive_feedback,2.640,3.320,4.857,4.350,3.910,2.645,4.054,3.468,1.775,3.262,1.536,4.130,3.949,2.971
SCP042,2,ambiguous_social_signal,2.794,3.356,3.549,3.789,3.089,2.836,3.581,2.948,2.256,2.980,0.192,3.439,3.377,3.204
SCP042,3,performance_challenge,3.690,3.510,4.988,3.690,3.720,2.816,4.111,3.864,1.234,3.267,1.479,3.705,4.123,3.071
SCP042,4,authority_evaluation,2.026,4.042,3.249,3.461,3.604,2.509,3.535,2.813,1.848,2.859,-0.793,3.533,2.912,3.339
SCP042,5,collaborative_task,3.554,3.338,4.422,3.635,3.678,2.064,4.421,3.715,1.510,3.912,1.084,3.656,3.870,2.660
SCP042,6,rejection_cue,3.118,3.995,2.380,3.377,3.781,2.907,3.932,3.615,2.084,2.629,-1.614,3.579,2.958,3.323
SCP042,7,autonomy_opportunity,3.218,3.213,4.438,4.294,3.309,2.807,4.681,3.911,1.436,3.703,1.225,3.802,3.983,2.780
SCP042,8,conflict_repair,3.901,3.367,4.030,3.043,3.803,3.217,4.182,3.934,1.882,3.751,0.663,3.423,3.658,3.134
SCP043,1,supportive_feedback,2.838,2.332,4.678,4.705,5.482,2.107,4.425,4.832,1.000,4.321,2.346,5.094,4.074,2.338
SCP043,2,ambiguous_social_signal,3.373,2.470,3.318,3.570,4.851,2.553,3.459,3.150,1.289,3.340,0.848,4.210,3.420,2.854
SCP043,3,performance_challenge,4.081,2.936,4.787,4.485,3.950,2.532,3.915,4.166,1.783,3.256,1.851,4.217,4.451,2.851
SCP043,4,authority_evaluation,2.981,3.819,2.803,3.141,3.907,2.637,3.359,3.342,2.274,3.427,-1.016,3.524,2.975,3.366
SCP043,5,collaborative_task,3.348,2.262,4.874,5.266,5.938,1.536,4.650,4.538,1.000,4.505,2.611,5.602,4.496,2.049
SCP043,6,rejection_cue,3.549,4.136,2.427,4.771,3.652,3.529,2.757,2.328,2.559,3.391,-1.708,4.212,3.582,3.969
SCP043,7,autonomy_opportunity,3.593,2.352,5.541,5.195,5.010,2.078,3.928,4.358,1.047,4.432,3.189,5.102,4.776,2.501
SCP043,8,conflict_repair,3.387,3.140,4.342,4.909,3.943,1.964,3.500,3.433,1.000,4.328,1.202,4.426,4.213,2.868
SCP044,1,supportive_feedback,5.686,3.213,4.416,3.405,3.940,2.563,5.006,4.400,1.931,4.312,1.203,3.673,4.502,2.590
SCP044,2,ambiguous_social_signal,5.212,3.834,2.797,3.439,3.660,3.708,3.919,3.890,2.238,3.430,-1.037,3.549,3.816,3.541
SCP044,3,performance_challenge,4.849,3.977,4.859,3.688,3.827,3.692,4.213,4.100,2.268,4.591,0.882,3.758,4.465,3.485
SCP044,4,authority_evaluation,4.455,4.465,2.886,2.673,2.938,3.020,2.931,2.967,2.976,3.186,-1.579,2.805,3.338,3.851
SCP044,5,collaborative_task,4.628,3.364,3.720,3.359,3.907,3.077,4.609,4.152,1.576,4.077,0.356,3.633,3.902,2.944
SCP044,6,rejection_cue,4.599,3.576,2.682,3.023,2.914,2.630,2.143,2.569,2.286,3.968,-0.894,2.969,3.435,3.688
SCP044,7,autonomy_opportunity,5.143,2.724,4.822,3.505,4.338,2.008,4.350,4.254,1.206,4.648,2.098,3.921,4.490,2.461
SCP044,8,conflict_repair,5.654,3.751,3.787,3.143,3.840,2.796,4.462,4.310,1.779,4.318,0.035,3.492,4.195,3.028
SCP045,1,supportive_feedback,2.630,2.892,5.029,3.319,3.683,2.809,3.714,3.637,2.032,3.554,2.137,3.501,3.659,2.996
SCP045,2,ambiguous_social_signal,3.140,3.630,3.720,3.099,3.283,2.752,3.291,2.581,2.535,3.276,0.090,3.191,3.320,3.364
SCP045,3,performance_challenge,3.504,3.835,5.011,4.021,3.356,3.019,3.489,3.505,2.118,4.054,1.176,3.688,4.179,3.455
SCP045,4,authority_evaluation,3.660,3.816,2.788,3.419,3.379,2.838,2.100,2.612,2.387,3.327,-1.028,3.399,3.289,3.852
SCP045,5,collaborative_task,3.126,2.592,3.931,4.433,4.809,2.004,4.627,3.443,1.000,3.908,1.339,4.621,3.830,2.323
SCP045,6,rejection_cue,3.812,4.590,2.123,2.903,3.249,3.426,2.563,2.763,3.026,3.047,-2.468,3.076,2.946,4.151
SCP045,7,autonomy_opportunity,3.147,2.901,6.301,4.278,4.017,1.414,3.051,3.909,1.612,3.836,3.400,4.148,4.575,2.755
SCP045,8,conflict_repair,2.946,3.714,3.346,4.331,3.702,2.397,3.012,2.627,1.915,3.491,-0.368,4.017,3.541,3.366
SCP046,1,supportive_feedback,5.085,2.466,5.324,5.961,5.880,2.849,4.285,4.057,1.000,5.266,2.858,5.920,5.457,2.676
SCP046,2,ambiguous_social_signal,5.416,3.054,3.716,5.332,5.523,2.816,2.476,4.144,2.022,4.611,0.662,5.428,4.821,3.464
SCP046,3,performance_challenge,4.125,3.442,5.569,6.301,5.579,2.605,3.546,4.802,1.420,5.087,2.127,5.940,5.332,3.167
SCP046,4,authority_evaluation,5.057,2.990,3.624,5.836,5.422,2.749,3.383,3.610,1.431,4.657,0.634,5.629,4.839,3.119
SCP046,5,collaborative_task,5.251,2.335,4.228,6.315,5.740,2.797,4.169,4.725,1.000,5.229,1.893,6.028,5.265,2.654
SCP046,6,rejection_cue,4.856,3.767,2.831,4.333,5.294,2.702,2.865,3.918,2.216,4.791,-0.936,4.814,4.007,3.535
SCP046,7,autonomy_opportunity,5.084,2.734,5.660,5.784,5.064,2.780,3.726,4.009,1.436,4.835,2.927,5.424,5.509,2.929
SCP046,8,conflict_repair,4.515,2.907,4.472,5.983,5.374,2.204,3.335,4.155,1.100,5.268,1.565,5.679,4.990,2.925
SCP047,1,supportive_feedback,4.602,1.579,5.769,6.094,5.705,1.849,5.287,4.633,1.000,5.926,4.191,5.899,5.488,1.714
SCP047,2,ambiguous_social_signal,4.843,2.755,3.948,5.968,4.816,2.409,3.550,4.026,1.090,5.840,1.193,5.392,4.920,2.871
SCP047,3,performance_challenge,4.456,2.450,5.062,5.600,5.704,2.334,4.178,4.505,1.000,4.482,2.611,5.652,5.039,2.535
SCP047,4,authority_evaluation,4.905,3.849,3.861,5.498,4.487,3.049,3.058,4.140,1.868,4.760,0.011,4.992,4.754,3.613
SCP047,5,collaborative_task,4.425,1.384,4.350,5.798,6.574,1.000,4.430,4.700,1.000,5.127,2.966,6.186,4.858,1.651
SCP047,6,rejection_cue,4.368,3.696,3.159,5.478,4.969,2.291,3.183,4.341,1.581,4.364,-0.537,5.224,4.335,3.268
SCP047,7,autonomy_opportunity,3.679,2.137,5.383,6.112,5.100,1.332,4.632,4.021,1.000,5.095,3.246,5.606,5.058,1.946
SCP047,8,conflict_repair,4.541,2.122,4.155,5.329,5.181,2.324,2.792,3.726,1.000,4.852,2.034,5.255,4.675,2.885
SCP048,1,supportive_feedback,4.116,3.214,4.967,4.035,3.625,2.703,3.680,3.829,1.159,4.260,1.753,3.830,4.372,3.079
SCP048,2,ambiguous_social_signal,4.090,3.996,2.993,3.999,4.365,3.178,3.887,3.315,1.806,3.672,-1.003,4.182,3.694,3.429
SCP048,3,performance_challenge,3.592,3.721,4.852,3.587,3.805,3.033,3.651,3.664,2.225,4.219,1.132,3.696,4.011,3.368
SCP048,4,authority_evaluation,3.740,3.200,3.387,4.415,2.809,2.499,3.809,3.572,1.435,4.086,0.187,3.612,3.847,2.963
SCP048,5,collaborative_task,3.578,2.459,4.692,4.715,3.932,2.004,3.538,3.338,1.294,3.535,2.233,4.323,4.328,2.642
SCP048,6,rejection_cue,3.332,3.961,2.386,3.100,2.932,2.486,2.445,2.129,1.933,2.999,-1.575,3.016,2.939,3.667
SCP048,7,autonomy_opportunity,4.673,2.261,5.570,3.892,4.131,1.831,3.653,4.173,1.025,5.246,3.309,4.012,4.712,2.480
SCP048,8,conflict_repair,4.501,3.427,3.994,3.431,3.387,1.749,2.813,3.121,1.940,3.675,0.567,3.409,3.975,3.121
SCP049,1,supportive_feedback,4.772,2.082,5.396,5.181,4.988,1.868,3.061,4.518,1.212,4.774,3.314,5.084,5.116,2.630
SCP049,2,ambiguous_social_signal,4.727,3.147,3.802,4.720,5.225,1.292,2.834,3.914,1.513,4.450,0.654,4.972,4.416,2.868
