person_id,wave,wave_numeric,age,life_stage,cohort,cultural_context,neuroticism,extraversion,conscientiousness,openness,agreeableness,role_investment,state_practice_frequency,perceived_support
PLS0034,midlife,5,50.9,midlife,middle_cohort,communal_mixed,2.743,5.244,4.869,3.922,5.050,5.042,5.434,5.030
PLS0034,later_life,6,69.4,later_life,middle_cohort,communal_mixed,3.048,5.394,5.944,3.632,5.427,4.843,5.897,4.804
PLS0035,childhood,1,8.1,childhood,older_cohort,institutionally_supported,4.485,4.248,3.314,3.981,4.426,2.868,3.522,4.511
PLS0035,adolescence,2,15.0,adolescence,older_cohort,institutionally_supported,3.880,4.202,3.298,4.832,4.747,2.790,3.494,5.592
PLS0035,emerging_adulthood,3,23.2,emerging_adulthood,older_cohort,institutionally_supported,3.798,3.915,4.213,4.633,4.047,3.333,4.158,5.198
PLS0035,adulthood,4,38.2,adulthood,older_cohort,institutionally_supported,3.483,4.674,5.196,4.356,5.547,4.301,4.382,4.699
PLS0035,midlife,5,52.2,midlife,older_cohort,institutionally_supported,3.357,4.845,4.848,4.762,5.466,4.481,5.974,5.428
PLS0035,later_life,6,69.1,later_life,older_cohort,institutionally_supported,3.381,4.332,6.121,4.248,5.686,5.000,6.497,5.204
PLS0036,childhood,1,9.6,childhood,older_cohort,high_transition_context,4.626,3.440,3.017,5.073,3.215,2.746,3.929,3.126
PLS0036,adolescence,2,16.9,adolescence,older_cohort,high_transition_context,4.360,2.821,2.981,5.832,3.817,3.170,4.497,3.988
PLS0036,emerging_adulthood,3,24.9,emerging_adulthood,older_cohort,high_transition_context,4.017,3.524,3.511,5.998,3.717,3.729,4.451,4.332
PLS0036,adulthood,4,37.9,adulthood,older_cohort,high_transition_context,4.057,3.787,4.771,5.056,3.560,4.429,5.252,4.243
PLS0036,midlife,5,51.4,midlife,older_cohort,high_transition_context,3.858,3.918,5.427,5.252,4.163,4.800,5.904,4.650
PLS0036,later_life,6,70.1,later_life,older_cohort,high_transition_context,3.672,3.701,5.958,4.831,3.495,5.601,5.862,2.902
PLS0037,childhood,1,8.0,childhood,middle_cohort,individualist_urban,5.223,3.484,3.939,4.830,2.882,2.785,2.943,4.253
PLS0037,adolescence,2,15.0,adolescence,middle_cohort,individualist_urban,4.646,4.145,3.796,5.221,2.972,2.539,3.799,4.620
PLS0037,emerging_adulthood,3,25.0,emerging_adulthood,middle_cohort,individualist_urban,4.219,4.087,4.474,5.290,3.289,3.635,4.229,4.154
PLS0037,adulthood,4,38.5,adulthood,middle_cohort,individualist_urban,4.240,4.015,4.891,4.734,3.956,4.249,4.889,4.031
PLS0037,midlife,5,50.9,midlife,middle_cohort,individualist_urban,4.499,3.800,6.056,4.742,4.414,5.212,5.894,4.651
PLS0037,later_life,6,69.0,later_life,middle_cohort,individualist_urban,4.148,4.018,6.604,4.915,4.362,5.207,6.294,4.311
PLS0038,childhood,1,8.7,childhood,middle_cohort,individualist_urban,5.542,3.199,3.499,4.154,2.985,3.223,3.576,4.249
PLS0038,adolescence,2,17.2,adolescence,middle_cohort,individualist_urban,5.188,3.508,3.440,4.858,3.128,2.866,3.803,4.013
PLS0038,emerging_adulthood,3,24.2,emerging_adulthood,middle_cohort,individualist_urban,3.873,4.154,4.017,4.454,3.316,3.705,4.608,4.444
PLS0038,adulthood,4,37.3,adulthood,middle_cohort,individualist_urban,4.489,3.854,4.095,4.546,4.233,3.695,5.481,4.700
PLS0038,midlife,5,52.8,midlife,middle_cohort,individualist_urban,4.030,4.223,5.982,4.001,4.205,5.171,5.468,4.244
PLS0038,later_life,6,69.6,later_life,middle_cohort,individualist_urban,4.328,4.309,5.805,3.956,4.168,4.896,5.770,4.166
PLS0039,childhood,1,8.0,childhood,younger_cohort,individualist_urban,4.010,4.421,3.819,4.245,3.381,2.984,4.129,4.740
PLS0039,adolescence,2,15.3,adolescence,younger_cohort,individualist_urban,3.773,4.663,3.426,4.427,3.140,3.474,3.622,4.342
PLS0039,emerging_adulthood,3,23.0,emerging_adulthood,younger_cohort,individualist_urban,4.517,4.647,4.614,4.463,3.513,3.097,4.130,4.268
PLS0039,adulthood,4,38.9,adulthood,younger_cohort,individualist_urban,4.363,4.739,5.587,4.546,4.389,4.386,5.256,4.430
PLS0039,midlife,5,52.6,midlife,younger_cohort,individualist_urban,3.399,5.079,6.296,3.435,4.224,5.462,5.902,5.141
PLS0039,later_life,6,70.3,later_life,younger_cohort,individualist_urban,3.746,5.137,6.492,3.708,4.265,5.553,6.825,3.538
PLS0040,childhood,1,8.9,childhood,middle_cohort,institutionally_supported,3.265,3.825,3.289,4.895,3.416,3.306,3.825,4.583
PLS0040,adolescence,2,15.3,adolescence,middle_cohort,institutionally_supported,3.128,3.560,3.284,5.069,3.348,2.961,3.300,3.840
PLS0040,emerging_adulthood,3,23.7,emerging_adulthood,middle_cohort,institutionally_supported,3.515,3.613,3.234,4.826,4.007,3.949,3.806,4.320
PLS0040,adulthood,4,37.3,adulthood,middle_cohort,institutionally_supported,3.047,3.640,4.655,4.511,4.287,4.181,4.585,4.436
PLS0040,midlife,5,52.0,midlife,middle_cohort,institutionally_supported,3.453,4.446,5.438,4.567,5.009,5.245,5.136,4.225
PLS0040,later_life,6,70.8,later_life,middle_cohort,institutionally_supported,3.209,4.563,6.206,4.619,5.032,5.370,5.976,4.461
PLS0041,childhood,1,9.1,childhood,older_cohort,individualist_urban,4.694,3.846,3.779,3.739,3.728,2.762,3.273,4.472
PLS0041,adolescence,2,16.3,adolescence,older_cohort,individualist_urban,4.457,3.843,3.017,3.976,3.861,2.530,2.620,4.142
PLS0041,emerging_adulthood,3,24.3,emerging_adulthood,older_cohort,individualist_urban,4.706,4.119,4.289,4.211,4.081,3.427,4.250,4.077
PLS0041,adulthood,4,39.1,adulthood,older_cohort,individualist_urban,3.718,4.194,4.804,4.011,4.568,4.319,5.545,4.304
PLS0041,midlife,5,51.1,midlife,older_cohort,individualist_urban,4.161,4.574,5.805,3.799,5.091,5.918,5.994,3.979
PLS0041,later_life,6,70.9,later_life,older_cohort,individualist_urban,3.662,4.238,5.908,3.973,5.298,4.985,5.990,3.907
PLS0042,childhood,1,7.8,childhood,younger_cohort,institutionally_supported,3.827,3.114,2.776,4.278,3.201,2.811,3.728,4.750
PLS0042,adolescence,2,14.9,adolescence,younger_cohort,institutionally_supported,3.770,3.454,3.498,4.116,3.461,3.112,3.224,5.502
PLS0042,emerging_adulthood,3,23.7,emerging_adulthood,younger_cohort,institutionally_supported,3.621,3.564,3.714,4.474,4.389,3.370,4.143,5.369
PLS0042,adulthood,4,37.2,adulthood,younger_cohort,institutionally_supported,3.734,3.932,4.583,3.750,5.532,4.753,5.237,5.394
PLS0042,midlife,5,52.7,midlife,younger_cohort,institutionally_supported,3.215,3.856,5.087,3.883,4.916,5.424,5.889,5.497
PLS0042,later_life,6,71.2,later_life,younger_cohort,institutionally_supported,3.268,4.125,5.590,4.183,5.073,5.173,5.699,5.104
PLS0043,childhood,1,9.0,childhood,younger_cohort,institutionally_supported,4.205,4.040,2.782,3.548,4.466,2.934,2.874,5.947
PLS0043,adolescence,2,14.8,adolescence,younger_cohort,institutionally_supported,4.524,4.298,3.030,4.292,4.399,2.900,3.267,5.508
PLS0043,emerging_adulthood,3,24.4,emerging_adulthood,younger_cohort,institutionally_supported,3.828,4.891,3.251,3.824,4.785,3.821,4.228,4.820
PLS0043,adulthood,4,37.6,adulthood,younger_cohort,institutionally_supported,3.291,5.223,4.269,3.894,5.409,4.627,4.811,5.368
PLS0043,midlife,5,52.5,midlife,younger_cohort,institutionally_supported,3.635,5.411,4.817,3.490,5.127,5.747,5.394,4.482
PLS0043,later_life,6,69.7,later_life,younger_cohort,institutionally_supported,3.675,4.951,5.463,3.871,5.750,5.695,5.804,5.125
PLS0044,childhood,1,8.6,childhood,older_cohort,institutionally_supported,3.995,3.906,2.827,4.822,3.670,3.243,3.726,5.028
PLS0044,adolescence,2,15.4,adolescence,older_cohort,institutionally_supported,3.958,3.548,3.430,4.757,3.465,3.061,3.315,5.002
PLS0044,emerging_adulthood,3,23.4,emerging_adulthood,older_cohort,institutionally_supported,3.537,3.959,3.832,4.945,3.529,4.288,4.374,4.856
PLS0044,adulthood,4,39.0,adulthood,older_cohort,institutionally_supported,3.300,3.940,4.501,4.526,4.226,4.784,5.385,4.916
PLS0044,midlife,5,53.0,midlife,older_cohort,institutionally_supported,2.511,4.035,4.828,4.798,4.338,5.231,5.315,5.279
PLS0044,later_life,6,70.2,later_life,older_cohort,institutionally_supported,2.904,3.804,5.582,4.469,4.929,4.929,5.769,4.595
PLS0045,childhood,1,9.3,childhood,middle_cohort,high_transition_context,4.727,5.255,4.021,5.143,4.033,2.600,3.842,4.416
PLS0045,adolescence,2,17.0,adolescence,middle_cohort,high_transition_context,4.625,4.499,4.100,5.212,3.714,2.558,4.084,3.752
PLS0045,emerging_adulthood,3,23.1,emerging_adulthood,middle_cohort,high_transition_context,4.513,4.764,4.933,5.512,4.082,3.612,4.174,4.448
PLS0045,adulthood,4,39.1,adulthood,middle_cohort,high_transition_context,4.439,4.561,4.868,5.296,4.266,3.695,4.375,3.494
PLS0045,midlife,5,51.9,midlife,middle_cohort,high_transition_context,3.694,5.091,5.873,5.455,4.739,5.318,5.432,3.656
PLS0045,later_life,6,70.6,later_life,middle_cohort,high_transition_context,3.709,5.172,6.416,4.798,5.196,6.143,6.733,4.417
PLS0046,childhood,1,9.2,childhood,older_cohort,individualist_urban,4.690,5.062,4.049,5.465,3.271,3.083,3.014,4.384
PLS0046,adolescence,2,16.6,adolescence,older_cohort,individualist_urban,4.509,4.111,4.369,5.129,3.369,2.603,3.609,4.682
PLS0046,emerging_adulthood,3,25.1,emerging_adulthood,older_cohort,individualist_urban,4.201,4.541,4.627,5.487,4.185,3.789,4.425,4.721
PLS0046,adulthood,4,37.0,adulthood,older_cohort,individualist_urban,3.749,4.981,5.691,4.870,3.519,4.709,4.671,3.939
PLS0046,midlife,5,52.0,midlife,older_cohort,individualist_urban,4.037,4.842,6.341,4.560,5.315,5.171,5.833,4.150
PLS0046,later_life,6,70.3,later_life,older_cohort,individualist_urban,3.535,4.932,6.873,4.895,4.864,5.109,5.767,3.734
PLS0047,childhood,1,8.3,childhood,younger_cohort,communal_mixed,4.193,4.127,3.972,4.521,4.378,2.263,4.098,4.842
PLS0047,adolescence,2,15.9,adolescence,younger_cohort,communal_mixed,4.082,3.830,3.946,5.519,4.482,2.984,4.645,4.730
PLS0047,emerging_adulthood,3,22.8,emerging_adulthood,younger_cohort,communal_mixed,3.599,4.314,4.658,5.731,4.880,3.691,4.617,4.323
PLS0047,adulthood,4,37.8,adulthood,younger_cohort,communal_mixed,3.483,4.829,5.624,5.100,4.963,4.473,5.303,4.236
PLS0047,midlife,5,51.4,midlife,younger_cohort,communal_mixed,3.556,4.778,6.269,4.828,5.120,4.983,5.255,4.493
PLS0047,later_life,6,69.4,later_life,younger_cohort,communal_mixed,3.538,4.677,6.724,4.768,5.904,5.544,6.446,4.713
PLS0048,childhood,1,8.5,childhood,younger_cohort,high_transition_context,4.181,4.225,3.866,5.271,3.472,2.461,3.216,3.006
PLS0048,adolescence,2,15.1,adolescence,younger_cohort,high_transition_context,3.721,4.429,4.446,4.687,2.834,2.742,3.874,4.179
PLS0048,emerging_adulthood,3,24.1,emerging_adulthood,younger_cohort,high_transition_context,3.764,4.272,3.990,5.045,3.825,2.900,4.266,4.027
PLS0048,adulthood,4,38.0,adulthood,younger_cohort,high_transition_context,4.021,4.531,5.506,5.037,4.265,4.566,5.006,3.955
PLS0048,midlife,5,51.9,midlife,younger_cohort,high_transition_context,4.043,4.131,5.956,5.398,4.019,4.970,6.035,3.965
PLS0048,later_life,6,69.1,later_life,younger_cohort,high_transition_context,3.676,4.420,7.000,5.067,4.946,5.543,6.370,3.560
PLS0049,childhood,1,9.6,childhood,middle_cohort,high_transition_context,4.793,4.386,3.595,3.527,4.594,2.256,3.619,4.045
PLS0049,adolescence,2,16.1,adolescence,middle_cohort,high_transition_context,5.017,4.009,4.037,3.677,3.932,3.105,3.516,3.733
PLS0049,emerging_adulthood,3,23.2,emerging_adulthood,middle_cohort,high_transition_context,4.439,3.916,4.053,3.818,4.818,3.173,4.422,3.657
PLS0049,adulthood,4,37.1,adulthood,middle_cohort,high_transition_context,4.402,4.158,4.717,3.713,4.696,4.650,4.931,3.597
PLS0049,midlife,5,52.5,midlife,middle_cohort,high_transition_context,4.638,4.368,5.847,3.240,4.980,5.080,5.672,3.539
PLS0049,later_life,6,69.1,later_life,middle_cohort,high_transition_context,4.261,4.179,6.305,3.816,5.187,5.388,5.871,3.617
PLS0050,childhood,1,8.1,childhood,older_cohort,communal_mixed,4.502,5.028,2.674,4.410,4.754,2.732,2.898,4.693
PLS0050,adolescence,2,17.0,adolescence,older_cohort,communal_mixed,3.822,4.711,2.897,4.853,4.636,2.719,3.411,4.352
PLS0050,emerging_adulthood,3,24.5,emerging_adulthood,older_cohort,communal_mixed,3.661,5.076,4.021,4.741,5.093,3.998,3.890,4.945
PLS0050,adulthood,4,36.9,adulthood,older_cohort,communal_mixed,4.075,5.242,4.440,4.664,5.552,4.682,4.573,4.384
PLS0050,midlife,5,50.8,midlife,older_cohort,communal_mixed,3.226,5.458,5.392,4.669,5.644,5.221,6.031,4.434
PLS0050,later_life,6,71.0,later_life,older_cohort,communal_mixed,3.313,5.734,4.891,4.442,5.699,5.868,5.761,4.725
PLS0051,childhood,1,9.9,childhood,middle_cohort,institutionally_supported,4.004,5.246,3.332,3.777,2.997,2.665,3.967,5.397
PLS0051,adolescence,2,16.0,adolescence,middle_cohort,institutionally_supported,4.479,5.408,3.673,4.609,3.272,2.877,3.985,5.764
PLS0051,emerging_adulthood,3,24.9,emerging_adulthood,middle_cohort,institutionally_supported,4.330,5.131,3.897,4.178,3.976,3.887,4.414,5.650
PLS0051,adulthood,4,38.5,adulthood,middle_cohort,institutionally_supported,3.690,5.083,4.714,4.500,3.642,4.059,4.844,4.503
PLS0051,midlife,5,51.6,midlife,middle_cohort,institutionally_supported,3.695,5.648,5.528,3.845,4.090,5.247,5.527,5.393
PLS0051,later_life,6,70.4,later_life,middle_cohort,institutionally_supported,3.913,5.378,5.838,4.018,4.546,5.237,6.519,5.064
PLS0052,childhood,1,9.4,childhood,older_cohort,communal_mixed,4.244,3.687,4.175,5.071,3.596,2.981,3.784,4.767
PLS0052,adolescence,2,15.0,adolescence,older_cohort,communal_mixed,4.007,3.757,4.275,6.021,3.956,3.016,3.790,4.986
PLS0052,emerging_adulthood,3,23.1,emerging_adulthood,older_cohort,communal_mixed,3.855,3.988,5.053,5.382,4.060,3.970,4.550,4.465
PLS0052,adulthood,4,37.9,adulthood,older_cohort,communal_mixed,3.733,3.880,5.014,5.450,4.021,4.670,5.348,5.153
PLS0052,midlife,5,52.5,midlife,older_cohort,communal_mixed,3.330,3.882,5.778,5.308,4.522,5.410,5.334,4.899
PLS0052,later_life,6,69.0,later_life,older_cohort,communal_mixed,3.325,4.687,7.000,5.078,5.154,5.169,6.216,4.518
PLS0053,childhood,1,9.3,childhood,younger_cohort,individualist_urban,4.174,4.307,3.194,4.000,3.504,2.913,3.095,4.209
PLS0053,adolescence,2,16.9,adolescence,younger_cohort,individualist_urban,4.244,4.336,2.938,4.914,3.686,3.058,2.957,4.295
PLS0053,emerging_adulthood,3,23.1,emerging_adulthood,younger_cohort,individualist_urban,4.161,4.861,4.177,4.206,4.932,3.312,3.922,4.216
PLS0053,adulthood,4,38.3,adulthood,younger_cohort,individualist_urban,3.936,4.259,4.594,4.154,4.048,3.828,4.595,4.055
PLS0053,midlife,5,52.7,midlife,younger_cohort,individualist_urban,3.565,4.924,5.275,3.806,5.274,5.129,5.860,3.932
PLS0053,later_life,6,70.6,later_life,younger_cohort,individualist_urban,3.332,4.627,5.426,3.306,5.130,5.685,5.886,4.132
PLS0054,childhood,1,10.0,childhood,middle_cohort,institutionally_supported,4.416,3.767,4.316,4.785,3.317,2.782,4.518,5.265
PLS0054,adolescence,2,14.8,adolescence,middle_cohort,institutionally_supported,3.862,3.301,3.948,4.533,4.359,3.514,4.189,5.348
PLS0054,emerging_adulthood,3,24.4,emerging_adulthood,middle_cohort,institutionally_supported,3.865,4.462,5.180,4.953,4.129,3.643,3.684,5.585
PLS0054,adulthood,4,38.7,adulthood,middle_cohort,institutionally_supported,3.480,3.725,5.348,4.715,4.154,4.284,5.485,4.679
PLS0054,midlife,5,52.6,midlife,middle_cohort,institutionally_supported,3.749,4.842,6.029,4.654,4.781,5.125,5.674,5.918
PLS0054,later_life,6,69.5,later_life,middle_cohort,institutionally_supported,3.709,4.223,7.000,4.391,4.723,5.415,6.883,5.266
PLS0055,childhood,1,10.0,childhood,older_cohort,high_transition_context,3.368,4.112,3.243,3.501,3.759,2.110,3.372,3.798
PLS0055,adolescence,2,14.9,adolescence,older_cohort,high_transition_context,4.302,3.527,3.401,3.930,4.406,2.443,4.178,3.995
PLS0055,emerging_adulthood,3,25.2,emerging_adulthood,older_cohort,high_transition_context,4.084,4.188,4.138,4.184,4.508,3.371,4.039,3.265
PLS0055,adulthood,4,39.0,adulthood,older_cohort,high_transition_context,3.789,3.901,4.651,4.093,4.667,4.355,4.300,3.536
PLS0055,midlife,5,52.0,midlife,older_cohort,high_transition_context,3.616,4.155,5.823,3.434,4.902,4.966,5.638,3.592
PLS0055,later_life,6,69.9,later_life,older_cohort,high_transition_context,3.077,4.178,6.235,3.922,5.575,5.766,6.377,3.338
PLS0056,childhood,1,8.3,childhood,middle_cohort,communal_mixed,4.765,4.309,4.020,3.715,4.023,3.413,3.585,4.471
PLS0056,adolescence,2,15.7,adolescence,middle_cohort,communal_mixed,4.683,4.147,4.117,4.399,4.093,3.382,4.101,4.546
PLS0056,emerging_adulthood,3,24.8,emerging_adulthood,middle_cohort,communal_mixed,4.434,4.128,4.573,4.040,4.447,3.907,4.051,4.457
PLS0056,adulthood,4,37.9,adulthood,middle_cohort,communal_mixed,4.354,4.653,5.417,2.788,4.790,4.297,5.101,4.351
PLS0056,midlife,5,50.9,midlife,middle_cohort,communal_mixed,4.358,5.292,6.047,3.798,5.048,5.305,5.384,4.205
PLS0056,later_life,6,70.0,later_life,middle_cohort,communal_mixed,4.161,4.096,6.781,3.999,4.962,5.525,6.463,4.425
PLS0057,childhood,1,8.7,childhood,middle_cohort,institutionally_supported,3.625,5.103,3.371,3.939,4.329,3.238,3.825,5.530
PLS0057,adolescence,2,16.0,adolescence,middle_cohort,institutionally_supported,3.627,5.270,4.106,4.228,4.598,2.887,3.538,4.655
PLS0057,emerging_adulthood,3,24.1,emerging_adulthood,middle_cohort,institutionally_supported,3.826,4.976,4.823,3.967,4.466,3.829,4.730,4.892
PLS0057,adulthood,4,38.3,adulthood,middle_cohort,institutionally_supported,3.135,4.802,5.052,4.221,5.323,4.922,4.954,5.033
PLS0057,midlife,5,52.3,midlife,middle_cohort,institutionally_supported,2.826,5.032,4.901,4.543,4.651,5.058,6.397,4.823
PLS0057,later_life,6,70.8,later_life,middle_cohort,institutionally_supported,3.023,6.047,6.406,4.002,5.379,5.604,6.426,4.806
PLS0058,childhood,1,9.5,childhood,middle_cohort,communal_mixed,4.636,4.489,3.574,2.905,3.296,2.841,3.315,4.252
PLS0058,adolescence,2,16.5,adolescence,middle_cohort,communal_mixed,4.765,4.684,3.020,4.062,4.495,2.764,3.749,5.410
PLS0058,emerging_adulthood,3,23.8,emerging_adulthood,middle_cohort,communal_mixed,3.997,4.027,3.656,4.119,4.469,3.482,4.387,4.757
PLS0058,adulthood,4,37.9,adulthood,middle_cohort,communal_mixed,4.158,4.609,4.401,3.543,4.576,4.864,4.895,4.687
PLS0058,midlife,5,52.1,midlife,middle_cohort,communal_mixed,3.895,4.561,5.224,3.928,5.076,4.575,5.567,4.344
PLS0058,later_life,6,70.6,later_life,middle_cohort,communal_mixed,3.516,4.967,5.329,3.578,5.816,5.647,6.525,4.194
PLS0059,childhood,1,10.1,childhood,older_cohort,individualist_urban,5.291,4.662,3.038,4.845,3.939,2.726,4.186,3.706
PLS0059,adolescence,2,16.0,adolescence,older_cohort,individualist_urban,4.882,4.853,2.883,4.928,3.975,3.367,4.014,3.574
PLS0059,emerging_adulthood,3,24.3,emerging_adulthood,older_cohort,individualist_urban,4.238,5.551,3.985,4.954,4.031,3.339,3.791,4.345
PLS0059,adulthood,4,38.4,adulthood,older_cohort,individualist_urban,4.187,5.169,4.852,5.063,4.304,4.449,4.851,4.084
PLS0059,midlife,5,52.8,midlife,older_cohort,individualist_urban,4.023,4.809,5.639,5.360,3.718,5.120,5.672,3.920
PLS0059,later_life,6,69.9,later_life,older_cohort,individualist_urban,3.965,5.231,5.951,5.039,4.892,5.196,5.846,4.371
PLS0060,childhood,1,9.1,childhood,middle_cohort,high_transition_context,4.629,3.747,3.603,5.297,4.289,3.501,3.243,3.904
PLS0060,adolescence,2,16.4,adolescence,middle_cohort,high_transition_context,4.520,3.473,3.262,5.416,4.459,2.919,3.580,3.498
PLS0060,emerging_adulthood,3,24.9,emerging_adulthood,middle_cohort,high_transition_context,4.970,3.607,3.936,5.468,4.680,3.322,4.129,3.104
PLS0060,adulthood,4,37.7,adulthood,middle_cohort,high_transition_context,4.482,3.193,5.088,4.800,5.758,4.023,4.394,2.649
PLS0060,midlife,5,53.1,midlife,middle_cohort,high_transition_context,4.557,3.649,5.297,5.382,5.446,4.674,5.368,3.820
PLS0060,later_life,6,70.9,later_life,middle_cohort,high_transition_context,4.090,3.812,5.351,4.710,5.632,4.807,6.030,4.046
PLS0061,childhood,1,10.0,childhood,middle_cohort,institutionally_supported,4.132,5.184,3.688,4.911,3.901,3.001,3.246,4.373
PLS0061,adolescence,2,16.9,adolescence,middle_cohort,institutionally_supported,3.531,4.383,2.811,5.990,4.135,3.032,3.470,4.324
PLS0061,emerging_adulthood,3,23.4,emerging_adulthood,middle_cohort,institutionally_supported,3.604,4.385,3.503,5.656,4.112,4.072,4.436,5.665
PLS0061,adulthood,4,37.9,adulthood,middle_cohort,institutionally_supported,3.108,4.653,4.275,5.258,4.942,4.856,4.695,4.396
PLS0061,midlife,5,51.9,midlife,middle_cohort,institutionally_supported,3.364,4.707,5.394,5.060,5.407,5.244,5.492,5.273
PLS0061,later_life,6,69.8,later_life,middle_cohort,institutionally_supported,3.456,4.806,6.014,5.706,5.454,5.673,6.317,4.368
PLS0062,childhood,1,8.8,childhood,younger_cohort,communal_mixed,3.974,5.052,2.858,3.858,3.453,3.293,3.792,5.363
PLS0062,adolescence,2,16.8,adolescence,younger_cohort,communal_mixed,3.190,4.164,3.226,4.455,3.834,3.062,3.648,4.208
PLS0062,emerging_adulthood,3,24.6,emerging_adulthood,younger_cohort,communal_mixed,3.905,4.461,4.215,4.520,3.925,3.141,3.935,4.119
PLS0062,adulthood,4,38.5,adulthood,younger_cohort,communal_mixed,3.509,4.975,4.365,3.736,4.312,4.770,5.399,4.680
PLS0062,midlife,5,53.0,midlife,younger_cohort,communal_mixed,3.003,5.419,5.640,3.791,4.780,5.022,5.254,4.736
PLS0062,later_life,6,71.1,later_life,younger_cohort,communal_mixed,3.193,5.166,6.049,3.916,5.080,4.968,6.315,4.272
PLS0063,childhood,1,10.1,childhood,younger_cohort,individualist_urban,4.951,4.046,2.794,4.227,4.546,3.525,3.397,4.460
PLS0063,adolescence,2,16.0,adolescence,younger_cohort,individualist_urban,5.087,4.169,3.105,4.688,4.623,2.930,3.189,3.717
PLS0063,emerging_adulthood,3,22.8,emerging_adulthood,younger_cohort,individualist_urban,4.885,4.561,3.924,4.714,5.281,4.042,4.516,3.783
PLS0063,adulthood,4,37.6,adulthood,younger_cohort,individualist_urban,4.306,4.425,4.269,4.027,5.035,4.046,4.873,4.747
PLS0063,midlife,5,53.0,midlife,younger_cohort,individualist_urban,4.338,4.190,5.428,4.487,5.436,4.940,5.630,3.570
PLS0063,later_life,6,69.5,later_life,younger_cohort,individualist_urban,3.576,4.045,5.631,4.328,5.763,5.552,5.795,3.664
PLS0064,childhood,1,9.9,childhood,older_cohort,communal_mixed,4.003,4.247,3.979,5.639,5.104,2.956,3.724,5.171
PLS0064,adolescence,2,16.3,adolescence,older_cohort,communal_mixed,3.989,4.230,3.974,5.901,5.731,3.282,3.634,5.138
PLS0064,emerging_adulthood,3,23.4,emerging_adulthood,older_cohort,communal_mixed,3.736,4.477,4.336,5.938,5.429,3.989,4.529,5.343
PLS0064,adulthood,4,37.9,adulthood,older_cohort,communal_mixed,4.199,4.321,5.451,5.134,5.274,4.495,4.534,4.727
PLS0064,midlife,5,52.5,midlife,older_cohort,communal_mixed,3.458,4.812,5.938,5.658,6.627,5.023,5.604,4.525
PLS0064,later_life,6,69.3,later_life,older_cohort,communal_mixed,3.108,4.916,6.460,5.262,6.481,5.685,6.024,4.501
PLS0065,childhood,1,9.8,childhood,middle_cohort,institutionally_supported,4.333,4.820,2.656,3.916,3.982,3.005,3.069,5.565
PLS0065,adolescence,2,15.6,adolescence,middle_cohort,institutionally_supported,4.160,4.196,2.827,4.359,4.183,3.450,3.926,4.922
PLS0065,emerging_adulthood,3,24.5,emerging_adulthood,middle_cohort,institutionally_supported,3.802,4.104,3.774,4.012,4.145,4.476,3.981,5.748
PLS0065,adulthood,4,39.0,adulthood,middle_cohort,institutionally_supported,3.609,4.637,4.509,3.906,4.153,4.752,5.656,5.381
PLS0065,midlife,5,52.1,midlife,middle_cohort,institutionally_supported,3.341,3.893,5.817,3.641,5.151,5.595,5.546,4.883
PLS0065,later_life,6,69.2,later_life,middle_cohort,institutionally_supported,3.603,4.625,5.048,3.384,4.879,5.410,6.406,4.182
PLS0066,childhood,1,8.1,childhood,middle_cohort,individualist_urban,3.696,4.726,3.521,3.943,4.098,3.173,4.158,3.770
PLS0066,adolescence,2,16.9,adolescence,middle_cohort,individualist_urban,4.319,3.952,3.957,4.279,2.999,2.982,3.987,3.247
PLS0066,emerging_adulthood,3,23.9,emerging_adulthood,middle_cohort,individualist_urban,4.270,4.381,4.310,4.640,3.432,3.533,4.717,3.976
PLS0066,adulthood,4,38.9,adulthood,middle_cohort,individualist_urban,3.386,4.276,5.479,4.005,4.391,4.196,5.093,4.042
PLS0066,midlife,5,51.9,midlife,middle_cohort,individualist_urban,3.632,4.680,5.177,3.695,4.808,4.609,5.515,4.055
PLS0066,later_life,6,70.6,later_life,middle_cohort,individualist_urban,3.488,4.968,6.561,4.045,5.450,5.046,6.095,4.389
PLS0067,childhood,1,9.3,childhood,middle_cohort,individualist_urban,5.082,3.967,3.045,4.916,3.188,2.058,2.861,3.788
PLS0067,adolescence,2,16.6,adolescence,middle_cohort,individualist_urban,4.092,3.873,1.795,4.974,3.695,2.615,3.440,4.529
PLS0067,emerging_adulthood,3,24.7,emerging_adulthood,middle_cohort,individualist_urban,4.558,4.051,3.620,5.049,3.269,3.381,3.845,3.998
PLS0067,adulthood,4,38.0,adulthood,middle_cohort,individualist_urban,4.261,4.558,3.970,4.609,3.651,4.325,4.852,4.350
PLS0067,midlife,5,52.0,midlife,middle_cohort,individualist_urban,4.378,4.816,5.142,4.383,4.530,5.371,5.921,4.490
PLS0067,later_life,6,69.3,later_life,middle_cohort,individualist_urban,4.599,4.284,5.869,4.128,4.905,5.815,6.369,4.440
PLS0068,childhood,1,7.8,childhood,younger_cohort,institutionally_supported,4.134,4.554,4.036,5.184,3.215,3.615,3.989,5.145
PLS0068,adolescence,2,15.9,adolescence,younger_cohort,institutionally_supported,3.567,4.503,3.564,5.362,3.897,2.441,3.567,4.937
PLS0068,emerging_adulthood,3,22.9,emerging_adulthood,younger_cohort,institutionally_supported,3.926,5.291,5.212,5.505,3.520,3.672,5.452,4.445
