person_id,assessment_context,latent_ei,latent_sn,latent_tf,latent_jp,observed_ei,observed_sn,observed_tf,observed_jp,retest_ei,retest_sn,retest_tf,retest_jp,ei_letter,sn_letter,tf_letter,jp_letter,type_code,retest_type_code,type_changed_on_retest,min_absolute_distance_to_boundary,near_boundary,continuous_signal_strength,boundary_risk_score,information_loss_index,collaboration_score,reflective_utility_score
MBTI00250,career_guidance_reflection_context,-2.2748,1.2022,-0.3554,-1.5831,-2.5389,0.9410,-0.2663,-2.1226,-2.0675,0.8525,-1.0933,-2.1503,I,S,F,P,ISFP,ISFP,0,0.2663,0,1.4672,2.8875,0.5998,38.2808,57.1506
MBTI00251,career_guidance_reflection_context,-0.3731,1.0687,-1.4109,-0.1423,0.2009,1.3676,-0.9908,-0.7080,0.0123,1.5969,-1.5610,0.3690,E,S,F,P,ESFP,ESFJ,1,0.2009,0,0.8168,3.5597,1.2834,57.9641,57.3908
MBTI00252,career_guidance_reflection_context,-0.9316,0.2011,-1.0122,-0.1277,-0.5334,0.5080,-0.7410,-0.3560,-1.1528,0.2762,-0.8927,0.3434,I,S,F,P,ISFP,ISFJ,1,0.3560,0,0.5346,2.2934,1.6613,53.3083,50.0848
MBTI00253,career_guidance_reflection_context,-0.3224,-0.5586,0.0886,-0.4267,0.0283,-0.5196,0.0861,-0.7401,0.3194,-0.7331,-0.8293,-0.4580,E,N,T,P,ENTP,ENFP,1,0.0283,1,0.3435,9.2372,2.5898,39.1155,47.3672
MBTI00254,career_guidance_reflection_context,-0.1874,-0.6836,-0.0430,-0.8236,-0.2760,-0.5060,-0.4213,-0.5023,-0.5137,-0.8958,-0.4498,-0.6231,I,N,F,P,INFP,INFP,0,0.2760,0,0.4264,2.8093,1.5964,47.1300,50.4684
MBTI00255,career_guidance_reflection_context,-0.8612,-0.6326,0.4543,-1.0532,-0.7373,-0.2193,0.2103,-0.7459,-1.3117,-0.8953,0.0101,-0.7699,I,N,T,P,INTP,INTP,0,0.2103,0,0.4782,3.4447,1.4744,42.0654,47.2823
MBTI00256,career_guidance_reflection_context,-1.7351,-0.3924,0.9912,-1.2542,-2.1352,-0.7859,1.0008,-1.7069,-1.5409,-0.4672,1.3252,-1.6456,I,N,T,P,INTP,INTP,0,0.7859,0,1.4072,1.1549,0.6222,43.1784,43.7518
MBTI00257,career_guidance_reflection_context,-0.5428,-0.2099,0.9495,-1.7870,-0.5433,0.0504,0.8856,-2.2899,-0.4343,-0.2281,1.0663,-2.0843,I,S,T,P,ISTP,INTP,1,0.0504,1,0.9423,7.6708,1.6254,47.4996,50.6872
MBTI00258,career_guidance_reflection_context,-0.9375,-1.6671,0.5863,-0.9253,-0.8236,-1.8548,0.4863,-0.7467,-1.0745,-2.0108,0.8549,-1.3825,I,N,T,P,INTP,INTP,0,0.4863,0,0.9779,1.7658,0.8490,40.6909,54.8477
MBTI00259,career_guidance_reflection_context,-0.8623,-1.7681,0.3524,-0.5257,-0.8712,-2.0302,0.7346,-0.8803,-0.7105,-1.4522,0.0899,-0.6520,I,N,T,P,INTP,INTP,0,0.7346,0,1.1291,1.2276,0.7524,36.8191,52.4880
MBTI00260,career_guidance_reflection_context,-0.1538,-1.0781,0.8002,-0.8028,-0.0061,-0.9223,0.9483,-0.7245,-0.2112,-1.1886,1.1344,-0.8573,I,N,T,P,INTP,INTP,0,0.0061,1,0.6503,10.0000,1.6261,42.2054,56.5078
MBTI00261,career_guidance_reflection_context,-1.5219,-0.7694,0.6189,-0.6564,-2.1498,-1.0250,0.5145,-0.5044,-1.1575,-1.7164,0.5901,-0.4984,I,N,T,P,INTP,INTP,0,0.5044,0,1.0484,1.7112,0.8010,41.3439,52.0207
MBTI00262,career_guidance_reflection_context,-1.2328,-1.8120,0.9998,-0.9729,-1.0440,-1.4300,0.3382,-1.3213,-1.1341,-1.7233,1.1058,-0.8582,I,N,T,P,INTP,INTP,0,0.3382,0,1.0334,2.3914,0.8108,43.2951,52.8924
MBTI00263,career_guidance_reflection_context,-0.4148,-1.3374,1.0882,-1.4049,-0.7825,-1.6595,0.7439,-1.8011,-0.2382,-0.8920,1.1347,-1.3030,I,N,T,P,INTP,INTP,0,0.7439,0,1.2468,1.2137,0.6912,42.1484,54.7922
MBTI00264,career_guidance_reflection_context,-1.9310,-1.9016,0.9561,-0.2828,-1.6745,-2.0303,1.0526,-0.2775,-1.4721,-2.4338,0.9497,-0.6931,I,N,T,P,INTP,INTP,0,0.2775,0,1.2587,2.7973,0.6855,29.4099,57.1633
MBTI00265,career_guidance_reflection_context,-0.9027,-1.1972,1.0328,-1.4665,-0.7236,-0.9409,0.5405,-1.4559,-1.2691,-1.8220,1.0115,-1.5709,I,N,T,P,INTP,INTP,0,0.5405,0,0.9152,1.6117,0.8967,41.8219,49.7541
MBTI00266,career_guidance_reflection_context,-0.7128,-1.6149,1.0631,-0.9637,-0.6927,-2.1415,0.8661,-0.8610,-0.8552,-1.1845,0.9113,-0.4298,I,N,T,P,INTP,INTP,0,0.6927,0,1.1403,1.2941,0.7461,40.2165,48.6036
MBTI00267,career_guidance_reflection_context,-0.6455,-1.3070,-1.7351,-0.4942,-0.9319,-0.9675,-1.7956,-0.7456,-0.2991,-1.6034,-1.6569,-0.4975,I,N,F,P,INFP,INFP,0,0.7456,0,1.1102,1.2112,0.7633,39.4164,53.4399
MBTI00268,career_guidance_reflection_context,-1.1045,-0.8695,-0.9073,0.5955,-0.6829,-0.9226,-0.3083,0.7535,-1.3424,-0.3691,-1.2929,0.3343,I,N,F,J,INFJ,INFJ,0,0.3083,0,0.6668,2.5753,1.1537,40.5383,43.0589
MBTI00269,career_guidance_reflection_context,-0.2651,-0.4476,-0.4644,0.7822,-0.4088,-0.6596,-1.0089,0.7936,-0.0807,-0.3269,0.0306,0.8188,I,N,F,J,INFJ,INTJ,1,0.4088,0,0.7177,2.0456,1.3896,39.0668,56.3164
MBTI00270,career_guidance_reflection_context,-0.7254,-1.4932,-0.3661,1.0990,-0.4400,-1.1807,0.1979,1.1241,-0.9112,-1.8557,-0.3567,1.6190,I,N,T,J,INTJ,INFJ,1,0.1979,1,0.7357,3.5979,1.8187,40.4337,54.3363
MBTI00271,career_guidance_reflection_context,-1.3338,-1.0150,-1.1426,0.4433,-1.8767,-1.7339,-0.7914,0.6473,-1.3751,-1.1518,-1.9058,0.4691,I,N,F,J,INFJ,INFJ,0,0.6473,0,1.2623,1.3750,0.6839,39.7801,55.7477
MBTI00272,career_guidance_reflection_context,-0.3270,-1.3341,-1.6838,0.4735,-0.5291,-1.3598,-0.9278,0.2949,0.5208,-1.3993,-2.0086,0.8313,I,N,F,J,INFJ,ENFJ,1,0.2949,0,0.7779,2.6674,1.3226,43.2390,57.0693
MBTI00273,career_guidance_reflection_context,-0.3468,-1.3317,-1.6417,0.9228,-0.2032,-1.1850,-1.4041,0.7692,-0.2738,-1.2239,-1.4225,0.5301,I,N,F,J,INFJ,INFJ,0,0.2032,0,0.8904,3.5315,0.9171,43.9643,57.4835
MBTI00274,career_guidance_reflection_context,-1.5517,-0.0531,-1.6053,0.0819,-1.2862,0.4613,-1.5232,0.3294,-1.0824,-0.1854,-1.2546,-0.5898,I,S,F,J,ISFJ,INFP,1,0.3294,0,0.9000,2.4426,1.2091,35.9079,54.0848
MBTI00275,career_guidance_reflection_context,0.3889,-0.6615,0.0329,0.4455,0.1950,-0.7629,-0.0101,0.8018,0.6964,-0.8244,0.1327,0.6086,E,N,F,J,ENFJ,ENTJ,1,0.0101,1,0.4424,10.0000,2.3065,46.0611,55.3210
MBTI00276,career_guidance_reflection_context,-0.9784,-1.9756,-1.1267,0.1930,-0.5587,-1.3686,-1.0051,0.2951,-0.8661,-2.0253,-0.9899,0.0181,I,N,F,J,INFJ,INFJ,0,0.2951,0,0.8069,2.6656,0.9932,52.9957,48.1181
MBTI00277,career_guidance_reflection_context,-1.2885,-1.2652,-0.6688,0.2247,-1.4934,-1.6716,-0.4398,0.6276,-1.8067,-1.0911,-0.8914,-0.2801,I,N,F,J,INFJ,INFP,1,0.4398,0,1.0581,1.9239,1.0949,46.5967,50.9677
MBTI00278,career_guidance_reflection_context,-0.5391,-0.5364,-0.9791,0.4457,-0.5699,-0.6202,-1.0841,0.2294,-0.7834,-0.4628,-1.7213,0.0206,I,N,F,J,INFJ,INFJ,0,0.2294,0,0.6259,3.2318,1.2108,54.9971,49.9100
MBTI00279,career_guidance_reflection_context,-0.4903,-0.9287,-0.7392,1.1713,-0.6853,-1.4508,-0.9260,1.2806,-0.2524,-0.8310,-0.8651,1.1871,I,N,F,J,INFJ,INFJ,0,0.6853,0,1.0856,1.3068,0.7778,53.1470,46.2033
MBTI00280,career_guidance_reflection_context,-0.6124,-0.7062,-0.7064,1.5852,-0.4171,-0.9423,-0.4019,1.9161,-0.1145,-0.3910,-0.8278,0.9829,I,N,F,J,INFJ,INFJ,0,0.4019,0,0.9194,2.0749,0.8934,48.7921,51.3183
MBTI00281,career_guidance_reflection_context,0.1755,0.7293,-0.9145,0.8743,0.8579,0.7686,-1.1664,0.9224,0.5130,1.3106,-1.4208,1.3606,E,S,F,J,ESFJ,ESFJ,0,0.7686,0,0.9288,1.1784,0.8859,50.0688,56.2871
MBTI00282,career_guidance_reflection_context,0.2144,0.2382,-0.7726,0.6596,0.5898,0.3557,-1.2509,1.1468,-0.2438,0.4061,0.2988,0.8594,E,S,F,J,ESFJ,ISTJ,1,0.3557,0,0.8358,2.2950,1.2654,52.7302,55.0030
MBTI00283,career_guidance_reflection_context,0.0074,0.2693,-0.6030,0.7319,-0.2445,0.8096,-0.3534,-0.0896,-0.3472,0.6170,-0.5443,0.8525,I,S,F,P,ISFP,ISFJ,1,0.0896,1,0.3743,5.8970,2.4913,45.1680,57.5607
MBTI00284,career_guidance_reflection_context,-0.0375,0.5818,-0.5481,0.7179,-0.4880,0.9156,-0.6273,1.4509,-0.5441,-0.2600,-0.9268,0.8999,I,S,F,J,ISFJ,INFJ,1,0.4880,0,0.8705,1.7605,1.2342,46.6766,54.3560
MBTI00285,career_guidance_reflection_context,-0.0675,1.0659,-0.7232,0.4152,0.4945,0.7900,-0.4304,0.6620,-0.1086,0.9063,-0.5552,0.1293,E,S,F,J,ESFJ,ISFJ,1,0.4304,0,0.5942,1.9594,1.5591,57.3130,46.9411
MBTI00286,career_guidance_reflection_context,-0.1746,0.4354,-0.7094,0.6013,-0.3032,0.2540,-0.6120,0.1709,0.6871,-0.1943,-1.8396,-1.2604,I,S,F,J,ISFJ,ENFP,1,0.1709,1,0.3350,3.9851,2.6191,47.5860,49.7036
MBTI00287,career_guidance_reflection_context,-0.1503,0.2148,-0.6120,0.4625,-0.6816,0.8244,-0.6189,0.8906,-0.1972,-0.3336,0.1114,1.0563,I,S,F,J,ISFJ,INTJ,1,0.6189,0,0.7539,1.4308,1.3483,56.5114,53.0195
MBTI00288,career_guidance_reflection_context,-0.0636,0.4267,-0.1839,0.8761,-0.0339,0.3329,1.5966,-0.1671,0.4901,0.2183,-0.4890,1.7413,I,S,T,P,ISTP,ESFJ,1,0.0339,1,0.5326,8.7793,2.1149,50.1870,59.3414
MBTI00289,career_guidance_reflection_context,-0.2940,0.9017,-0.2223,0.8889,-1.0178,1.2835,0.8905,1.5031,-0.4918,0.8475,-0.4293,2.1819,I,S,T,J,ISTJ,ISFJ,1,0.8905,0,1.1737,1.0304,1.0280,45.7481,49.9444
MBTI00290,career_guidance_reflection_context,0.2370,0.6312,-0.2209,0.3420,0.6242,0.7328,-2.0240,-0.0599,-0.1573,1.7603,1.0163,1.6818,E,S,F,P,ESFP,ISTJ,1,0.0599,1,0.8602,7.1484,1.6932,54.5207,50.7673
MBTI00291,career_guidance_reflection_context,0.3818,1.0015,-0.5327,0.5793,-0.0547,1.9196,-0.7657,0.1001,0.5228,0.9963,-0.4543,0.2669,I,S,F,J,ISFJ,ESFJ,1,0.0547,1,0.7100,7.4240,1.8489,59.5535,51.9006
MBTI00292,career_guidance_reflection_context,0.1291,0.7688,-0.4739,0.5439,-0.7556,0.6028,-0.3913,1.1827,-0.1929,-0.1223,-0.4790,0.3414,I,S,F,J,ISFJ,INFJ,1,0.3913,0,0.7331,2.1218,1.3717,48.6067,54.5929
MBTI00293,career_guidance_reflection_context,0.1969,0.7278,-0.2883,0.4791,0.7669,1.8842,-0.1606,-0.5187,0.7408,1.7334,-0.2312,-0.7957,E,S,F,P,ESFP,ESFP,0,0.1606,1,0.8326,4.1558,1.4184,51.7841,53.5458
MBTI00294,career_guidance_reflection_context,0.1009,0.5254,-0.8794,0.8303,0.3466,0.5367,-1.7069,1.1482,-0.3351,1.2508,-0.0884,1.5297,E,S,F,J,ESFJ,ISFJ,1,0.3466,0,0.9346,2.3442,1.1814,59.6904,51.9496
MBTI00295,career_guidance_reflection_context,0.6115,0.2424,0.4973,-1.0297,0.2604,0.5714,0.9613,-2.0737,1.0713,-0.0415,0.4248,-0.5638,E,S,T,P,ESTP,ENTP,1,0.2604,0,0.9667,2.9376,1.1571,55.3518,49.5457
MBTI00296,career_guidance_reflection_context,0.4096,-0.1830,0.6935,-0.4187,1.2210,0.2633,0.2685,-0.6812,0.1151,-0.1823,0.4406,-0.1182,E,S,T,P,ESTP,ENTP,1,0.2633,0,0.6085,2.9131,1.5368,57.0224,52.7128
MBTI00297,career_guidance_reflection_context,0.7628,-0.0926,0.7161,-0.2442,-0.2562,-0.5679,-0.0447,0.9550,1.0274,-0.2370,1.1174,-0.5506,I,N,F,J,INFJ,ENTP,1,0.0447,1,0.4559,8.0223,2.2746,46.0053,51.1181
MBTI00298,career_guidance_reflection_context,0.7061,0.3647,0.5384,-0.6761,2.3138,0.2247,0.0199,-0.0545,0.4152,0.7360,0.7415,-0.1907,E,S,T,P,ESTP,ESTP,0,0.0199,1,0.6532,10.0000,1.6220,52.0904,60.1724
MBTI00299,career_guidance_reflection_context,0.8669,0.2193,0.5294,-0.3883,1.4273,1.0901,0.9451,-0.0200,0.1040,-0.2969,0.6509,-0.0514,E,S,T,P,ESTP,ENTP,1,0.0200,1,0.8706,10.0000,1.6840,51.1256,48.4599
MBTI00300,career_guidance_reflection_context,0.8042,-0.2512,0.7214,-0.4305,1.7587,-0.2873,1.2817,0.3731,-0.1130,-0.2804,1.0719,-0.0277,E,N,T,J,ENTJ,INTP,1,0.2873,0,0.9252,2.7226,1.1888,44.7377,52.5448
MBTI00301,career_guidance_reflection_context,0.4505,-0.0843,0.7389,-0.4007,-0.3600,-1.1913,0.9339,-1.0577,0.4493,0.4149,1.6688,-1.0043,I,N,T,P,INTP,ESTP,1,0.3600,0,0.8857,2.2726,1.2210,49.0241,53.1698
MBTI00302,career_guidance_reflection_context,0.5014,0.6403,0.9532,-0.5440,-0.0803,0.6816,1.5725,-0.9035,1.9145,2.0563,0.9740,-1.0639,I,S,T,P,ISTP,ESTP,1,0.0803,1,0.8095,6.2371,1.7406,40.9967,54.3678
MBTI00303,career_guidance_reflection_context,0.3869,-0.0384,0.2726,-0.8345,-0.7017,0.1907,-0.9022,0.3626,0.4154,-0.6386,-0.1476,-0.7771,I,S,F,J,ISFJ,ENFP,1,0.1907,1,0.5393,3.6935,2.1026,40.1621,55.2984
MBTI00304,career_guidance_reflection_context,1.1122,-0.1087,0.4772,0.0360,1.4904,-0.7100,0.0724,-0.1318,1.1047,0.7967,0.3914,0.1387,E,N,T,P,ENTP,ESTJ,1,0.0724,1,0.6012,6.5597,1.9982,50.8925,52.5667
MBTI00305,career_guidance_reflection_context,0.3471,0.5032,0.6186,-0.9085,0.8326,-0.0495,0.8754,-0.1602,0.3036,0.3552,0.2636,-0.0815,E,N,T,P,ENTP,ESTP,1,0.0495,1,0.4794,7.7236,2.2219,47.8533,44.6733
MBTI00306,career_guidance_reflection_context,0.6996,-0.1211,0.7765,-0.4956,1.1749,-0.1397,1.7098,0.1869,0.5705,-0.6631,0.3066,0.0354,E,N,T,J,ENTJ,ENTJ,0,0.1397,1,0.8028,4.5511,1.4472,48.5278,52.4596
MBTI00307,career_guidance_reflection_context,0.4485,-0.0579,0.8604,-0.2252,1.0433,0.8573,0.3086,0.6305,0.1970,-0.4659,1.1640,0.7583,E,S,T,J,ESTJ,ENTJ,1,0.3086,0,0.7099,2.5736,1.3990,57.4584,47.7081
MBTI00308,career_guidance_reflection_context,0.4287,-0.0006,0.4112,-0.5998,0.4627,-0.5129,0.3883,-0.1752,0.4318,0.5605,0.5438,-0.0458,E,N,T,P,ENTP,ESTP,1,0.1752,1,0.3848,3.9188,2.4601,52.1390,54.8889
MBTI00309,career_guidance_reflection_context,-0.4538,-0.4802,0.2346,0.6339,-1.6087,-0.0103,0.5902,0.5777,-1.1360,-0.9929,0.3729,1.0160,I,N,T,J,INTJ,INTJ,0,0.0103,1,0.6967,10.0000,1.5652,39.3151,46.0763
MBTI00310,career_guidance_reflection_context,-0.6864,-0.8986,0.0380,0.2281,-0.3811,-1.0245,-0.9063,-0.0106,-0.3783,-1.8756,0.5972,-0.0771,I,N,F,P,INFP,INTP,1,0.0106,1,0.5806,10.0000,2.0310,49.1753,52.7592
MBTI00311,career_guidance_reflection_context,-0.2796,-0.2074,0.1959,0.6383,0.0586,0.3469,0.1138,0.8590,0.5157,-0.6325,1.1602,1.2788,E,S,T,J,ESTJ,ENTJ,1,0.0586,1,0.3446,7.2161,2.5863,47.9900,53.1370
MBTI00312,career_guidance_reflection_context,-0.6831,-0.6175,-0.3946,0.7697,-1.1311,-0.5863,-1.1854,0.5647,-0.8625,-0.4237,-0.7468,0.7805,I,N,F,J,INFJ,INFJ,0,0.5647,0,0.8669,1.5511,0.9373,46.4535,49.5424
MBTI00313,career_guidance_reflection_context,-0.3194,-0.0000,-0.0722,0.3738,-1.5185,-0.2466,-0.6151,0.8060,-0.7329,-0.9039,-0.0075,0.2412,I,N,F,J,INFJ,INFJ,0,0.2466,0,0.7966,3.0618,1.0034,30.0948,47.7684
MBTI00314,career_guidance_reflection_context,-0.5686,-0.2772,0.0182,0.7048,-0.5419,-0.6280,-0.7621,0.6724,-0.3567,-0.5316,-0.1924,0.9232,I,N,F,J,INFJ,INFJ,0,0.5419,0,0.6511,1.6080,1.1750,45.9041,51.8651
MBTI00315,career_guidance_reflection_context,-0.7155,-0.6603,0.2472,0.5493,-0.7504,-0.8088,0.0468,0.1911,-1.2491,-0.0107,0.3924,1.5571,I,N,T,J,INTJ,INTJ,0,0.0468,1,0.4493,7.8849,1.9902,47.1667,54.8825
MBTI00316,career_guidance_reflection_context,-0.3361,-0.4425,-0.3036,0.5767,0.0018,-1.1352,-0.1120,1.5951,-0.5595,0.1427,-0.2793,0.1660,E,N,F,J,ENFJ,ISFJ,1,0.0018,1,0.7111,10.0000,1.8476,38.9871,51.9290
MBTI00317,career_guidance_reflection_context,-0.6867,-0.7100,0.0007,0.2967,-0.9805,-1.0008,0.2581,-0.4960,0.1874,-1.6815,-0.7234,0.5549,I,N,T,P,INTP,ENFJ,1,0.2581,0,0.6838,2.9576,1.4314,44.0113,48.0956
MBTI00318,career_guidance_reflection_context,-0.1794,-0.4406,-0.0706,0.1242,0.6865,-0.7553,1.0579,0.4115,-0.1701,-0.6849,0.3314,1.2247,E,N,T,J,ENTJ,INTJ,1,0.4115,0,0.7278,2.0346,1.3778,50.6381,60.4530
MBTI00319,career_guidance_reflection_context,-0.6446,-1.1246,0.2538,0.3647,0.5861,-0.6498,-0.4995,-0.3898,-0.9467,-2.6344,0.2335,-0.5540,E,N,F,P,ENFP,INTP,1,0.3898,0,0.5313,2.1284,1.6674,47.5002,56.2595
MBTI00320,career_guidance_reflection_context,-0.8489,-0.7483,0.1501,0.8183,-2.1029,-1.5273,-0.4601,0.1876,0.5997,-1.1669,-0.9508,-0.0338,I,N,F,J,INFJ,ENFP,1,0.1876,1,1.0695,3.7376,1.5377,39.3188,53.0843
MBTI00321,career_guidance_reflection_context,-0.6705,-0.4622,0.4386,0.4951,-1.6161,-1.1692,0.0534,1.4315,-1.2760,-0.9080,0.8791,0.7575,I,N,T,J,INTJ,INTJ,0,0.0534,1,1.0675,7.4988,1.2389,39.4654,55.5758
MBTI00322,career_guidance_reflection_context,-0.5297,-0.4390,0.2140,0.2439,0.0534,0.6375,-0.6127,-0.6381,-0.7523,-0.3911,-0.5732,0.1830,E,S,F,P,ESFP,INFJ,1,0.0534,1,0.4854,7.4978,2.2090,56.3618,43.2542
MBTI00323,career_guidance_reflection_context,0.7645,-0.5667,-0.5924,-0.4019,1.3597,-0.8625,-0.3264,0.1428,1.6346,-0.5372,-1.0979,0.0684,E,N,F,J,ENFJ,ENFJ,0,0.1428,1,0.6729,4.4881,1.5957,52.3650,60.4212
MBTI00324,career_guidance_reflection_context,0.1192,-0.5736,-0.0658,0.1342,0.4226,-0.9331,0.0221,0.5686,-0.2190,-0.8418,0.0260,-0.1885,E,N,T,J,ENTJ,INTP,1,0.0221,1,0.4866,9.7935,2.2065,45.6751,54.2276
MBTI00325,career_guidance_reflection_context,0.6588,-0.6764,-0.6326,-0.0954,0.8627,1.0656,-1.0939,0.0179,1.1969,-0.6220,-0.8651,-0.4069,E,S,F,J,ESFJ,ENFP,1,0.0179,1,0.7600,10.0000,1.7916,59.0917,60.3991
MBTI00326,career_guidance_reflection_context,0.2692,-0.8482,-0.7487,0.1806,0.0979,-0.8453,-1.2344,-0.5826,0.1848,-1.5908,-1.0879,-0.3748,E,N,F,P,ENFP,ENFP,0,0.0979,1,0.6900,5.6213,1.5736,44.1372,56.0964
MBTI00327,career_guidance_reflection_context,0.4179,-0.6428,-0.4200,0.2930,0.5766,-1.3938,-0.4977,0.4370,0.4029,-0.9626,-1.4809,0.0197,E,N,F,J,ENFJ,ENFJ,0,0.4370,0,0.7263,1.9341,1.0796,45.8840,54.2629
MBTI00328,career_guidance_reflection_context,0.4109,-0.6073,-0.4945,-0.1628,0.6915,-0.4113,-0.6751,0.3138,0.4072,-0.6472,-0.2576,-0.0413,E,N,F,J,ENFJ,ENFP,1,0.3138,0,0.5229,2.5394,1.6832,50.5914,58.6503
MBTI00329,career_guidance_reflection_context,0.4376,-0.7287,-0.4227,-0.2857,0.2284,-0.2148,0.8602,0.8463,0.1589,-2.0799,-0.6636,-0.8608,E,N,T,J,ENTJ,ENFP,1,0.2148,0,0.5374,3.3917,1.6560,47.9636,49.9334
MBTI00330,career_guidance_reflection_context,0.3027,-0.5856,-0.3393,-0.2890,0.9354,-0.6660,-0.7586,-0.5008,0.4031,-0.6422,0.2635,-0.4399,E,N,F,P,ENFP,ENTP,1,0.5008,0,0.7152,1.7216,1.3926,57.9796,50.8119
MBTI00331,career_guidance_reflection_context,0.9022,-0.3959,-0.3535,0.0463,1.4180,0.2713,-0.3437,0.7071,0.3284,0.3757,-0.7093,0.3244,E,S,F,J,ESFJ,ESFJ,0,0.2713,0,0.6850,2.8465,1.1299,62.6796,57.0431
MBTI00332,career_guidance_reflection_context,0.4467,-0.1696,-0.8313,0.1923,0.6728,-1.0461,-0.6863,0.4409,1.3170,-0.7934,-0.3448,0.3544,E,N,F,J,ENFJ,ENFJ,0,0.4409,0,0.7115,1.9198,1.0971,39.5229,51.4801
MBTI00333,career_guidance_reflection_context,0.2755,-0.4843,-0.5161,0.1749,-0.4442,0.7963,-0.9878,0.4829,-0.1646,-2.0102,0.7416,0.3773,I,S,F,J,ISFJ,INTJ,1,0.4442,0,0.6778,1.9076,1.4392,54.4251,51.1687
MBTI00334,career_guidance_reflection_context,0.5150,-0.1084,-0.5681,0.2059,0.6725,0.4515,-0.8985,0.5444,-0.9089,-0.2703,-0.7123,0.9813,E,S,F,J,ESFJ,INFJ,1,0.4515,0,0.6417,1.8815,1.4880,52.5696,54.5562
MBTI00335,career_guidance_reflection_context,0.2534,-0.9262,-0.6217,0.3454,0.1765,-1.2195,-0.4666,0.6834,-1.1447,-1.4630,-0.3112,0.0743,E,N,F,J,ENFJ,INFJ,1,0.1765,1,0.6365,3.8988,1.9455,44.5381,56.6737
MBTI00336,career_guidance_reflection_context,0.5968,-0.2805,-0.7070,0.1381,0.6458,0.0107,-0.2717,-0.7467,1.4328,-1.7110,-0.0642,0.1094,E,S,F,P,ESFP,ENFJ,1,0.0107,1,0.4187,10.0000,2.3662,43.8887,60.6162
MBTI00337,educational_self_understanding_context,1.3039,0.1597,1.4389,1.6361,1.0164,0.1869,1.2815,2.2926,1.2781,-0.0334,1.3192,1.3776,E,S,T,J,ESTJ,ENTJ,1,0.1869,1,1.1944,3.7467,1.4672,45.9213,54.2899
MBTI00338,educational_self_understanding_context,1.4449,1.7725,0.5499,0.5308,1.3509,1.2024,0.6564,0.9684,1.4121,1.5705,0.4328,0.8184,E,S,T,J,ESTJ,ESTJ,0,0.6564,0,1.0445,1.3580,0.8035,62.0577,49.5719
MBTI00339,educational_self_understanding_context,0.8014,0.5261,-0.0534,1.0214,0.6063,0.6731,-0.0125,0.5278,0.7605,0.4710,-0.0542,1.6379,E,S,F,J,ESFJ,ESFJ,0,0.0125,1,0.4549,10.0000,1.9769,42.5137,56.0880
MBTI00340,educational_self_understanding_context,1.1926,1.2110,0.5692,-0.3208,1.5855,1.0952,1.1691,-0.2129,1.7141,1.2198,0.1928,-0.5341,E,S,T,P,ESTP,ESTP,0,0.2129,0,1.0157,3.4144,0.8226,60.1296,45.8738
MBTI00341,educational_self_understanding_context,1.5360,1.3493,0.4774,1.0906,1.7919,1.8143,0.9132,0.8832,1.5831,0.9931,-0.0688,1.5616,E,S,T,J,ESTJ,ESFJ,1,0.8832,0,1.3506,1.0383,0.9449,48.1793,55.7301
MBTI00342,educational_self_understanding_context,0.0794,1.3306,1.0332,1.0011,-0.1416,1.6744,1.1406,0.5311,-0.0308,1.1155,0.6758,1.4806,I,S,T,J,ISTJ,ISTJ,0,0.1416,1,0.8719,4.5132,1.3829,54.0705,52.2990
MBTI00343,educational_self_understanding_context,1.0604,0.6221,0.3774,1.0868,0.4835,1.3970,0.5516,1.5156,1.0630,0.1168,0.7650,0.6245,E,S,T,J,ESTJ,ESTJ,0,0.4835,0,0.9869,1.7747,0.8425,53.7974,54.0205
MBTI00344,educational_self_understanding_context,1.1245,-0.8989,0.8852,0.0540,1.1758,-0.9966,1.4336,-0.3813,1.0540,-1.0860,1.1078,0.4600,E,N,T,P,ENTP,ENTJ,1,0.3813,0,0.9968,2.1679,1.1356,53.2288,51.3257
MBTI00345,educational_self_understanding_context,1.3087,1.7544,0.5243,0.6821,0.9889,1.8959,-0.2737,1.2457,1.7244,1.3975,0.1455,1.0762,E,S,F,J,ESFJ,ESTJ,1,0.2737,0,1.1010,2.8273,1.0686,60.4733,49.6850
MBTI00346,educational_self_understanding_context,1.2866,0.4158,0.8296,1.1782,1.3711,0.4107,0.6360,1.1378,1.4680,0.3360,0.5275,1.0183,E,S,T,J,ESTJ,ESTJ,0,0.4107,0,0.8889,2.0378,0.9183,58.1917,50.9908
MBTI00347,educational_self_understanding_context,1.3558,1.2379,0.9881,1.6084,1.2247,1.2392,0.8054,2.0285,1.5887,0.8282,1.3006,1.3472,E,S,T,J,ESTJ,ESTJ,0,0.8054,0,1.3245,1.1294,0.6560,53.4014,63.2249
MBTI00348,educational_self_understanding_context,1.0264,0.8346,0.3304,0.6079,0.7834,0.8982,0.2007,1.0939,0.5774,0.9506,0.7945,0.0026,E,S,T,J,ESTJ,ESTJ,0,0.2007,0,0.7441,3.5620,1.0592,53.7046,44.3265
MBTI00349,educational_self_understanding_context,0.0899,1.0911,0.2477,-0.2195,0.2821,1.2548,0.4582,-0.1059,-0.0624,0.4845,-0.0924,-0.0760,E,S,T,P,ESTP,ISFP,1,0.1059,1,0.5253,5.3790,2.1288,50.4674,49.7326
