person_id,occasion,situation_type,state_extraversion,state_conscientiousness,state_neuroticism,situational_activation,situational_constraint
TRT00089,16,public_presentation,3.605,2.936,4.291,6.059,5.266
TRT00089,17,deadline_pressure,3.179,4.052,4.504,3.970,4.520
TRT00089,18,family_obligation,3.667,3.153,3.984,4.410,5.290
TRT00090,1,deadline_pressure,4.189,4.457,2.215,4.034,5.764
TRT00090,2,family_obligation,3.412,4.330,2.168,4.397,3.632
TRT00090,3,deadline_pressure,3.933,5.854,2.937,5.822,6.332
TRT00090,4,public_presentation,4.693,4.211,2.280,6.282,5.014
TRT00090,5,family_obligation,3.213,4.815,1.562,3.312,5.168
TRT00090,6,ambiguous_conflict,3.850,3.465,1.941,4.424,3.405
TRT00090,7,social_event,4.712,3.602,2.412,6.169,2.570
TRT00090,8,deadline_pressure,4.211,4.569,2.993,4.076,6.142
TRT00090,9,ambiguous_conflict,3.868,3.337,1.896,5.262,2.844
TRT00090,10,deadline_pressure,3.182,4.732,2.188,3.441,5.287
TRT00090,11,quiet_work,2.741,3.997,1.686,1.528,5.927
TRT00090,12,public_presentation,4.516,5.172,2.377,6.593,5.019
TRT00090,13,social_event,4.275,4.151,1.745,6.880,2.330
TRT00090,14,deadline_pressure,2.980,4.539,1.000,4.065,6.571
TRT00090,15,social_event,4.387,3.766,2.324,5.532,2.783
TRT00090,16,recovery_time,2.799,4.402,1.612,2.504,2.664
TRT00090,17,ambiguous_conflict,4.040,3.383,1.831,4.347,3.314
TRT00090,18,quiet_work,2.393,4.389,1.630,1.640,6.238
TRT00091,1,quiet_work,2.658,4.495,3.277,1.000,5.983
TRT00091,2,ambiguous_conflict,4.221,4.478,4.851,4.940,4.376
TRT00091,3,family_obligation,3.920,5.498,3.278,3.724,4.332
TRT00091,4,social_event,4.707,5.661,4.258,6.071,3.230
TRT00091,5,recovery_time,4.299,5.271,3.394,1.695,2.099
TRT00091,6,public_presentation,4.468,5.610,4.072,6.594,4.785
TRT00091,7,ambiguous_conflict,4.641,5.418,4.766,5.688,3.177
TRT00091,8,deadline_pressure,3.055,4.803,3.942,4.470,5.300
TRT00091,9,public_presentation,4.812,5.675,4.817,6.219,4.931
TRT00091,10,ambiguous_conflict,3.213,5.484,4.332,4.846,3.358
TRT00091,11,team_meeting,4.185,5.698,4.318,5.710,3.963
TRT00091,12,family_obligation,4.259,6.195,4.025,4.531,4.599
TRT00091,13,quiet_work,3.404,4.974,3.911,2.426,4.927
TRT00091,14,deadline_pressure,3.283,5.385,4.583,4.877,5.647
TRT00091,15,team_meeting,4.358,5.165,5.049,4.655,4.866
TRT00091,16,social_event,4.143,5.012,4.484,5.349,3.229
TRT00091,17,ambiguous_conflict,3.760,5.452,4.186,4.911,3.243
TRT00091,18,team_meeting,4.265,5.247,4.069,5.569,4.102
TRT00092,1,ambiguous_conflict,3.500,5.392,4.079,5.286,4.220
TRT00092,2,social_event,4.878,5.261,3.811,6.267,1.281
TRT00092,3,ambiguous_conflict,4.358,4.950,3.823,5.155,3.020
TRT00092,4,family_obligation,3.491,5.578,2.956,2.873,4.679
TRT00092,5,deadline_pressure,3.102,5.062,2.198,3.899,5.820
TRT00092,6,social_event,3.697,4.930,3.652,5.336,2.775
TRT00092,7,team_meeting,3.105,6.076,2.900,5.222,5.396
TRT00092,8,quiet_work,2.669,5.492,2.225,1.837,6.215
TRT00092,9,quiet_work,2.516,5.194,3.014,2.220,4.841
TRT00092,10,quiet_work,1.508,5.032,2.856,1.339,5.138
TRT00092,11,family_obligation,2.903,5.256,3.886,4.387,4.788
TRT00092,12,public_presentation,3.611,5.644,3.787,5.823,5.292
TRT00092,13,public_presentation,3.554,4.904,3.681,6.356,4.549
TRT00092,14,family_obligation,2.510,5.017,3.458,4.747,5.090
TRT00092,15,quiet_work,1.583,4.778,2.802,2.411,6.239
TRT00092,16,quiet_work,2.383,4.829,2.843,2.535,5.482
TRT00092,17,recovery_time,4.119,4.134,3.037,3.117,1.667
TRT00092,18,deadline_pressure,3.560,5.424,3.532,4.463,4.896
TRT00093,1,ambiguous_conflict,4.074,4.767,3.090,4.867,3.803
TRT00093,2,quiet_work,2.789,3.952,2.635,1.364,6.405
TRT00093,3,social_event,3.821,4.870,4.580,7.000,3.061
TRT00093,4,quiet_work,2.944,4.205,3.090,2.181,5.854
TRT00093,5,public_presentation,3.481,4.681,3.818,7.000,5.363
TRT00093,6,social_event,4.965,4.423,3.695,6.361,1.466
TRT00093,7,quiet_work,2.209,4.714,2.489,1.739,5.753
TRT00093,8,deadline_pressure,2.481,4.973,3.527,4.762,5.288
TRT00093,9,public_presentation,3.656,4.089,3.425,5.839,4.058
TRT00093,10,team_meeting,4.408,4.024,3.085,4.329,4.792
TRT00093,11,public_presentation,5.049,4.466,3.952,6.551,4.905
TRT00093,12,family_obligation,3.687,4.866,3.336,4.106,4.551
TRT00093,13,deadline_pressure,2.563,5.302,2.408,4.586,5.469
TRT00093,14,public_presentation,4.028,5.027,3.312,6.524,5.254
TRT00093,15,team_meeting,3.581,3.957,3.885,5.509,4.874
TRT00093,16,quiet_work,2.895,5.350,2.409,1.561,5.909
TRT00093,17,quiet_work,2.952,4.080,1.763,2.084,5.847
TRT00093,18,ambiguous_conflict,3.066,3.976,3.929,5.546,2.943
TRT00094,1,recovery_time,2.960,3.642,4.057,2.172,2.432
TRT00094,2,family_obligation,3.838,4.050,3.245,4.255,4.973
TRT00094,3,ambiguous_conflict,4.005,5.299,4.909,6.379,3.777
TRT00094,4,team_meeting,4.339,4.688,4.655,5.140,3.576
TRT00094,5,team_meeting,4.649,3.776,4.183,4.789,4.390
TRT00094,6,recovery_time,3.800,3.030,3.807,2.070,2.037
TRT00094,7,social_event,4.376,3.989,3.678,5.365,2.728
TRT00094,8,deadline_pressure,3.766,4.412,3.183,3.618,5.360
TRT00094,9,public_presentation,3.954,4.428,4.074,6.774,5.891
TRT00094,10,recovery_time,3.508,4.854,3.983,2.528,2.403
TRT00094,11,social_event,4.386,4.095,3.734,6.186,3.129
TRT00094,12,public_presentation,3.721,4.213,3.173,5.512,4.139
TRT00094,13,team_meeting,4.827,5.073,3.972,4.772,4.759
TRT00094,14,social_event,4.601,4.076,4.908,6.760,2.912
TRT00094,15,family_obligation,3.902,4.521,3.900,3.450,4.168
TRT00094,16,social_event,5.450,3.306,3.424,6.307,1.582
TRT00094,17,social_event,3.814,4.082,3.240,6.092,3.273
TRT00094,18,deadline_pressure,3.472,4.421,3.078,3.613,5.056
TRT00095,1,quiet_work,2.330,4.598,3.787,1.945,5.514
TRT00095,2,ambiguous_conflict,3.770,4.248,4.872,5.454,4.661
TRT00095,3,deadline_pressure,2.617,4.711,4.418,4.669,5.368
TRT00095,4,recovery_time,3.375,3.541,3.564,2.306,1.241
TRT00095,5,team_meeting,3.260,4.344,4.184,5.213,4.639
TRT00095,6,recovery_time,2.744,4.531,3.307,2.487,2.207
TRT00095,7,team_meeting,2.816,4.078,4.497,5.322,4.160
TRT00095,8,ambiguous_conflict,2.961,3.106,3.988,4.615,4.286
TRT00095,9,deadline_pressure,3.262,4.600,3.976,4.559,5.365
TRT00095,10,social_event,3.468,3.663,3.830,5.394,2.761
TRT00095,11,team_meeting,3.262,4.279,4.195,5.522,4.919
TRT00095,12,public_presentation,3.673,5.290,4.943,7.000,5.239
TRT00095,13,quiet_work,2.611,4.612,3.145,1.758,5.663
TRT00095,14,quiet_work,2.511,4.492,3.462,2.170,6.122
TRT00095,15,ambiguous_conflict,3.709,4.337,4.414,5.027,3.100
TRT00095,16,deadline_pressure,3.869,4.320,4.159,5.100,4.834
TRT00095,17,family_obligation,3.928,3.717,3.915,4.395,4.307
TRT00095,18,public_presentation,4.068,4.863,4.325,6.530,3.979
TRT00096,1,quiet_work,2.290,4.181,2.623,1.579,4.906
TRT00096,2,family_obligation,3.653,3.624,3.508,3.905,4.426
TRT00096,3,deadline_pressure,3.603,4.856,2.794,4.417,6.444
TRT00096,4,public_presentation,3.139,5.071,4.551,7.000,6.494
TRT00096,5,ambiguous_conflict,2.742,4.350,3.860,5.270,3.355
TRT00096,6,team_meeting,2.480,4.971,2.804,6.025,3.489
TRT00096,7,quiet_work,1.775,4.494,2.254,1.754,6.101
TRT00096,8,team_meeting,3.326,4.005,3.831,5.242,4.761
TRT00096,9,ambiguous_conflict,4.114,5.084,3.590,5.468,3.140
TRT00096,10,team_meeting,3.769,4.366,4.141,5.164,4.090
TRT00096,11,public_presentation,3.938,4.760,3.712,6.750,5.493
TRT00096,12,recovery_time,3.398,2.866,3.596,1.572,1.989
TRT00096,13,social_event,3.841,3.713,4.273,6.714,2.295
TRT00096,14,public_presentation,3.899,4.041,5.007,6.764,5.248
TRT00096,15,ambiguous_conflict,3.856,4.232,3.308,5.990,2.963
TRT00096,16,family_obligation,3.214,3.791,3.967,4.034,4.081
TRT00096,17,ambiguous_conflict,2.773,4.374,2.052,4.449,3.957
TRT00096,18,recovery_time,3.578,3.563,3.789,3.039,3.093
TRT00097,1,social_event,3.205,4.712,4.938,6.387,3.449
TRT00097,2,quiet_work,2.230,4.882,2.844,1.139,5.778
TRT00097,3,team_meeting,3.503,4.706,4.597,4.697,3.418
TRT00097,4,recovery_time,3.567,5.006,2.874,1.512,2.415
TRT00097,5,ambiguous_conflict,3.948,4.363,4.460,5.384,3.163
TRT00097,6,public_presentation,4.557,4.425,4.534,6.970,4.748
TRT00097,7,social_event,4.210,5.771,4.362,5.894,3.035
TRT00097,8,ambiguous_conflict,4.065,4.963,4.491,5.523,2.632
TRT00097,9,quiet_work,2.992,4.742,3.080,1.000,6.574
TRT00097,10,social_event,4.613,4.763,5.050,6.387,2.212
TRT00097,11,quiet_work,2.611,4.998,3.351,1.644,6.427
TRT00097,12,family_obligation,3.086,4.800,3.585,2.624,4.457
TRT00097,13,family_obligation,3.578,4.813,4.254,3.427,5.013
TRT00097,14,ambiguous_conflict,3.960,4.098,4.259,5.158,3.526
TRT00097,15,social_event,4.111,4.509,4.759,5.259,2.358
TRT00097,16,public_presentation,3.837,4.952,4.896,5.397,4.874
TRT00097,17,social_event,3.577,4.666,4.659,5.699,3.831
TRT00097,18,recovery_time,3.439,3.967,3.415,1.000,1.671
TRT00098,1,family_obligation,4.041,3.765,4.353,4.016,4.764
TRT00098,2,ambiguous_conflict,3.919,3.523,5.281,5.473,4.246
TRT00098,3,ambiguous_conflict,3.193,3.538,4.844,5.048,3.946
TRT00098,4,public_presentation,4.477,5.123,4.893,6.404,6.069
TRT00098,5,social_event,4.452,3.609,4.815,6.353,3.140
TRT00098,6,ambiguous_conflict,3.727,3.835,4.448,5.172,2.942
TRT00098,7,quiet_work,2.888,3.411,3.631,3.095,5.996
TRT00098,8,team_meeting,2.687,3.575,4.204,4.685,4.477
TRT00098,9,recovery_time,2.746,3.375,3.768,1.686,1.919
TRT00098,10,recovery_time,3.366,3.171,4.508,2.341,1.598
TRT00098,11,ambiguous_conflict,3.796,3.563,4.928,4.983,3.377
TRT00098,12,quiet_work,2.767,4.124,3.811,3.295,6.202
TRT00098,13,quiet_work,2.754,3.947,3.701,1.911,6.383
TRT00098,14,social_event,4.036,2.870,5.461,6.673,3.306
TRT00098,15,team_meeting,2.535,3.384,4.954,4.762,4.091
TRT00098,16,deadline_pressure,3.316,3.937,4.653,4.707,5.177
TRT00098,17,deadline_pressure,3.781,3.562,4.486,3.374,6.296
TRT00098,18,quiet_work,3.030,4.419,3.919,2.370,5.563
TRT00099,1,ambiguous_conflict,3.856,4.603,3.284,4.262,4.665
TRT00099,2,family_obligation,4.475,4.324,3.853,4.672,4.751
TRT00099,3,ambiguous_conflict,3.820,4.942,3.782,4.154,4.616
TRT00099,4,deadline_pressure,3.660,4.383,3.985,4.303,5.399
TRT00099,5,family_obligation,3.447,3.952,4.335,3.823,4.816
TRT00099,6,ambiguous_conflict,3.396,4.361,4.990,4.483,3.705
TRT00099,7,recovery_time,2.724,3.994,3.981,1.390,1.540
TRT00099,8,quiet_work,3.786,4.947,4.072,3.202,5.911
TRT00099,9,family_obligation,3.765,4.705,2.797,4.389,4.763
TRT00099,10,team_meeting,4.081,4.871,4.563,5.212,4.228
TRT00099,11,quiet_work,3.061,3.995,2.956,1.200,6.738
TRT00099,12,deadline_pressure,3.970,5.286,3.807,4.729,5.439
TRT00099,13,quiet_work,3.952,5.612,3.478,1.584,6.743
TRT00099,14,team_meeting,4.351,3.274,4.870,5.041,2.884
TRT00099,15,team_meeting,2.379,4.086,4.529,4.792,4.552
TRT00099,16,quiet_work,3.726,4.604,3.777,2.439,5.536
TRT00099,17,social_event,3.614,4.371,4.651,5.831,2.566
TRT00099,18,family_obligation,3.208,4.570,4.131,3.745,5.447
TRT00100,1,deadline_pressure,4.174,4.554,4.496,4.629,4.890
TRT00100,2,family_obligation,4.003,3.539,4.612,3.853,4.546
TRT00100,3,social_event,4.213,4.397,4.593,6.021,3.165
TRT00100,4,recovery_time,3.731,4.420,2.342,1.782,2.752
TRT00100,5,team_meeting,3.652,4.050,3.764,3.899,4.409
TRT00100,6,family_obligation,5.331,4.455,4.491,3.738,4.771
TRT00100,7,family_obligation,4.265,3.542,4.087,3.826,4.316
TRT00100,8,team_meeting,4.612,3.470,4.398,5.763,3.781
TRT00100,9,team_meeting,4.642,3.779,4.231,5.195,4.379
TRT00100,10,team_meeting,4.460,4.350,3.623,4.515,5.425
TRT00100,11,family_obligation,4.285,4.367,3.537,3.279,4.881
TRT00100,12,recovery_time,5.011,3.921,4.446,2.132,1.000
TRT00100,13,recovery_time,5.439,3.242,3.193,2.105,2.414
TRT00100,14,recovery_time,4.484,3.985,3.533,2.096,1.979
TRT00100,15,team_meeting,4.887,4.624,4.822,4.576,3.553
TRT00100,16,team_meeting,4.803,5.203,2.739,5.066,4.619
TRT00100,17,quiet_work,3.979,4.511,3.207,2.353,5.542
TRT00100,18,team_meeting,3.898,5.203,4.259,5.865,4.193
TRT00101,1,team_meeting,4.340,5.354,4.285,4.615,4.307
TRT00101,2,ambiguous_conflict,5.491,4.808,3.777,4.146,3.383
TRT00101,3,recovery_time,3.512,3.906,4.176,2.071,2.741
TRT00101,4,family_obligation,4.462,5.235,3.994,4.356,4.991
TRT00101,5,team_meeting,3.919,5.042,3.560,4.387,4.457
TRT00101,6,public_presentation,3.292,4.999,2.748,5.590,4.634
TRT00101,7,team_meeting,4.462,5.741,4.091,4.782,3.988
TRT00101,8,ambiguous_conflict,5.724,5.672,5.044,5.429,3.715
TRT00101,9,recovery_time,3.416,2.969,3.310,1.333,2.353
TRT00101,10,family_obligation,3.740,5.049,3.622,3.820,4.503
TRT00101,11,ambiguous_conflict,4.272,4.474,4.503,4.789,3.160
TRT00101,12,team_meeting,5.367,4.277,3.906,4.950,4.004
TRT00101,13,team_meeting,4.942,4.679,3.920,4.891,4.247
TRT00101,14,ambiguous_conflict,4.420,4.584,3.765,5.901,3.806
TRT00101,15,quiet_work,4.376,4.395,2.962,2.756,6.168
TRT00101,16,team_meeting,4.087,5.006,4.269,4.459,3.796
TRT00101,17,deadline_pressure,4.024,6.114,4.454,4.689,6.207
TRT00101,18,ambiguous_conflict,3.923,4.271,2.473,4.451,3.403
TRT00102,1,social_event,4.851,3.571,5.051,5.199,2.475
TRT00102,2,quiet_work,3.321,2.905,3.079,3.265,6.898
TRT00102,3,social_event,3.333,2.892,3.784,4.997,2.014
TRT00102,4,team_meeting,4.155,3.445,5.731,5.847,3.878
TRT00102,5,family_obligation,4.057,2.995,4.519,3.960,4.764
TRT00102,6,family_obligation,3.817,2.578,4.684,3.846,4.920
TRT00102,7,team_meeting,3.880,3.433,3.952,4.539,4.649
TRT00102,8,deadline_pressure,3.641,3.948,4.095,4.360,6.393
TRT00102,9,recovery_time,3.678,2.744,4.359,2.042,2.332
TRT00102,10,deadline_pressure,3.821,3.304,3.158,4.331,5.935
TRT00102,11,public_presentation,4.443,3.245,5.409,5.857,4.242
TRT00102,12,ambiguous_conflict,5.596,2.882,4.413,5.165,4.524
TRT00102,13,ambiguous_conflict,4.125,2.795,4.636,5.074,3.700
TRT00102,14,deadline_pressure,4.091,4.319,4.673,4.055,6.097
TRT00102,15,social_event,4.280,3.028,4.225,5.788,3.375
TRT00102,16,family_obligation,3.951,4.102,4.797,4.416,5.583
TRT00102,17,ambiguous_conflict,4.508,3.393,4.462,5.793,3.297
TRT00102,18,quiet_work,3.542,4.107,3.032,1.581,5.836
TRT00103,1,ambiguous_conflict,3.148,4.004,4.085,4.759,3.571
TRT00103,2,recovery_time,2.597,3.657,4.190,2.383,1.952
TRT00103,3,recovery_time,4.177,3.538,3.483,2.221,2.737
TRT00103,4,deadline_pressure,3.620,4.341,4.243,3.613,4.850
TRT00103,5,quiet_work,1.677,3.999,2.284,1.483,6.091
TRT00103,6,social_event,4.093,4.662,4.980,6.113,3.159
TRT00103,7,ambiguous_conflict,2.956,4.246,3.478,3.944,3.603
TRT00103,8,family_obligation,3.608,4.849,3.852,5.173,4.593
TRT00103,9,quiet_work,2.071,5.313,3.186,1.965,6.791
TRT00103,10,deadline_pressure,3.732,4.698,4.345,4.068,5.114
TRT00103,11,ambiguous_conflict,3.980,4.733,4.992,5.681,3.055
TRT00103,12,public_presentation,3.607,4.832,4.049,6.304,4.950
TRT00103,13,deadline_pressure,2.373,4.516,3.789,5.278,5.387
TRT00103,14,recovery_time,2.713,3.252,3.275,1.816,1.807
TRT00103,15,family_obligation,4.360,4.439,4.368,3.826,4.757
TRT00103,16,ambiguous_conflict,2.971,4.296,4.152,4.850,4.365
TRT00103,17,public_presentation,3.982,3.810,4.377,5.955,5.289
TRT00103,18,recovery_time,2.841,3.255,2.959,2.220,1.368
TRT00104,1,public_presentation,3.790,4.234,5.012,7.000,4.827
TRT00104,2,recovery_time,2.803,3.773,3.874,2.754,3.334
TRT00104,3,deadline_pressure,2.621,3.334,3.592,4.565,4.510
TRT00104,4,quiet_work,2.798,3.824,2.757,2.126,5.708
TRT00104,5,team_meeting,4.688,4.738,4.499,5.412,3.894
TRT00104,6,family_obligation,3.095,5.071,3.889,2.974,5.614
TRT00104,7,ambiguous_conflict,3.483,4.376,3.655,4.772,4.706
TRT00104,8,ambiguous_conflict,3.725,4.861,3.883,4.350,3.754
TRT00104,9,social_event,3.584,4.506,4.603,5.786,2.519
TRT00104,10,public_presentation,3.337,4.343,4.734,6.047,5.046
TRT00104,11,public_presentation,4.549,4.155,4.364,7.000,4.900
TRT00104,12,public_presentation,3.530,5.341,2.870,5.848,5.344
TRT00104,13,ambiguous_conflict,4.371,3.511,3.545,4.858,3.924
TRT00104,14,ambiguous_conflict,3.532,4.243,4.491,4.537,4.101
TRT00104,15,recovery_time,3.819,3.694,3.919,3.055,1.819
TRT00104,16,public_presentation,4.805,3.902,4.985,6.823,5.469
TRT00104,17,public_presentation,4.314,3.863,4.549,5.856,4.839
TRT00104,18,social_event,4.293,4.072,4.788,6.347,3.082
TRT00105,1,public_presentation,3.260,5.150,4.162,6.378,5.259
TRT00105,2,recovery_time,3.945,3.612,4.416,2.618,2.619
TRT00105,3,public_presentation,3.860,5.073,4.663,6.644,4.229
TRT00105,4,public_presentation,3.301,4.482,4.229,6.355,4.756
TRT00105,5,quiet_work,2.523,4.848,2.867,2.281,6.153
TRT00105,6,ambiguous_conflict,4.206,3.853,3.310,4.422,4.218
TRT00105,7,recovery_time,2.460,4.150,3.900,2.562,2.982
TRT00105,8,quiet_work,3.211,4.665,4.031,1.287,5.529
TRT00105,9,team_meeting,2.671,4.599,3.614,5.017,4.466
TRT00105,10,team_meeting,3.880,4.297,4.425,4.724,4.722
TRT00105,11,recovery_time,2.792,3.865,3.927,2.084,1.780
TRT00105,12,family_obligation,3.051,4.240,4.816,2.935,4.026
TRT00105,13,team_meeting,4.390,4.127,4.574,5.039,3.983
TRT00105,14,recovery_time,3.311,3.679,4.360,2.395,2.193
TRT00105,15,quiet_work,2.546,4.366,4.104,2.678,5.490
TRT00105,16,public_presentation,3.750,4.772,4.425,5.583,5.020
TRT00105,17,deadline_pressure,2.479,4.263,3.948,4.592,6.771
TRT00105,18,deadline_pressure,3.364,4.758,2.798,4.106,5.472
TRT00106,1,family_obligation,3.416,4.051,3.467,4.100,4.730
TRT00106,2,deadline_pressure,3.746,3.970,2.947,4.533,5.249
TRT00106,3,deadline_pressure,3.921,3.401,2.855,3.940,5.968
TRT00106,4,team_meeting,3.629,3.673,2.751,5.931,3.729
TRT00106,5,social_event,5.091,3.447,5.006,6.060,2.051
TRT00106,6,quiet_work,3.685,3.556,3.060,2.135,5.059
TRT00106,7,ambiguous_conflict,3.898,4.107,3.934,4.594,3.599
TRT00106,8,family_obligation,3.780,4.069,3.360,3.992,4.855
TRT00106,9,team_meeting,4.958,3.485,3.936,4.920,3.829
TRT00106,10,deadline_pressure,3.357,4.547,3.898,4.015,5.949
TRT00106,11,ambiguous_conflict,3.425,4.066,3.645,5.979,4.272
TRT00106,12,ambiguous_conflict,3.427,4.717,3.426,4.442,1.941
TRT00106,13,public_presentation,4.369,3.355,3.451,6.069,4.465
TRT00106,14,public_presentation,4.255,3.953,3.578,6.512,5.087
TRT00106,15,quiet_work,3.191,4.355,2.544,2.319,6.936
TRT00106,16,ambiguous_conflict,4.639,3.977,3.904,4.784,2.873
TRT00106,17,team_meeting,4.864,3.454,2.068,5.451,4.161
TRT00106,18,family_obligation,3.943,3.649,3.339,4.915,4.392
TRT00107,1,deadline_pressure,4.095,3.744,1.782,4.401,5.305
TRT00107,2,deadline_pressure,4.132,3.500,1.922,3.248,4.446
TRT00107,3,public_presentation,4.651,4.267,2.989,7.000,4.806
TRT00107,4,recovery_time,2.875,2.975,2.854,3.153,1.626
TRT00107,5,ambiguous_conflict,4.632,4.003,1.887,4.840,4.000
TRT00107,6,ambiguous_conflict,4.134,3.460,3.309,5.354,3.482
TRT00107,7,deadline_pressure,4.315,4.690,2.163,4.884,5.521
TRT00107,8,family_obligation,3.818,4.217,1.739,3.333,4.339
TRT00107,9,public_presentation,3.287,5.191,3.813,6.615,4.611
TRT00107,10,quiet_work,2.931,4.040,1.812,2.602,4.979
TRT00107,11,team_meeting,3.234,3.998,2.691,4.248,4.234
TRT00107,12,recovery_time,3.950,2.859,2.273,2.378,2.950
TRT00107,13,ambiguous_conflict,4.167,3.252,2.903,5.662,3.270
TRT00107,14,family_obligation,4.136,4.553,3.190,5.128,5.728
TRT00107,15,social_event,3.956,3.421,2.590,6.004,3.546
TRT00107,16,public_presentation,3.789,3.302,1.732,5.936,4.402
TRT00107,17,social_event,3.522,3.288,2.703,5.527,3.824
TRT00107,18,recovery_time,3.492,2.114,2.369,1.862,1.583
TRT00108,1,quiet_work,1.858,5.489,4.832,2.496,6.185
TRT00108,2,family_obligation,1.691,5.117,4.394,4.011,4.740
TRT00108,3,quiet_work,1.000,5.085,4.510,2.324,5.310
TRT00108,4,recovery_time,2.594,3.973,3.745,1.912,1.509
TRT00108,5,ambiguous_conflict,2.916,4.110,4.149,5.212,3.165
TRT00108,6,public_presentation,2.614,4.844,4.619,5.545,5.437
TRT00108,7,team_meeting,2.840,4.932,4.279,4.694,4.216
TRT00108,8,team_meeting,2.244,5.028,4.954,4.597,4.882
TRT00108,9,family_obligation,1.679,4.878,4.275,3.254,5.247
TRT00108,10,team_meeting,1.763,5.156,4.630,4.754,4.681
TRT00108,11,family_obligation,2.332,4.848,4.829,4.499,5.318
TRT00108,12,public_presentation,2.821,4.651,5.103,6.600,4.324
TRT00108,13,public_presentation,2.477,5.177,4.456,7.000,5.556
TRT00108,14,quiet_work,1.629,4.841,3.260,2.589,4.925
TRT00108,15,family_obligation,3.185,4.881,4.823,4.348,3.677
TRT00108,16,ambiguous_conflict,2.361,4.510,4.858,5.285,4.304
TRT00108,17,team_meeting,3.670,4.274,4.707,4.599,4.727
TRT00108,18,social_event,3.303,4.410,4.014,5.424,2.088
TRT00109,1,recovery_time,4.960,4.255,3.393,2.994,2.019
TRT00109,2,recovery_time,4.068,3.959,3.554,2.734,2.506
TRT00109,3,ambiguous_conflict,5.152,3.401,4.031,5.398,2.546
TRT00109,4,quiet_work,4.250,4.680,3.927,1.830,6.684
TRT00109,5,recovery_time,3.819,4.511,2.981,2.856,2.433
TRT00109,6,quiet_work,3.525,3.125,2.142,1.810,6.090
TRT00109,7,recovery_time,5.370,3.589,2.464,2.663,3.058
TRT00109,8,ambiguous_conflict,5.868,4.591,3.266,5.014,3.223
TRT00109,9,quiet_work,4.050,4.484,3.180,2.708,5.427
TRT00109,10,ambiguous_conflict,4.290,3.994,4.042,5.095,3.541
TRT00109,11,social_event,6.552,3.597,3.795,6.060,2.192
TRT00109,12,ambiguous_conflict,4.471,3.889,3.346,5.027,3.296
TRT00109,13,family_obligation,4.604,4.356,3.131,4.140,5.438
TRT00109,14,recovery_time,3.447,3.177,2.963,2.517,2.750
TRT00109,15,family_obligation,4.615,3.666,3.991,4.235,4.363
TRT00109,16,deadline_pressure,5.092,4.382,4.287,4.139,5.263
TRT00109,17,recovery_time,3.505,3.291,3.286,3.550,1.449
TRT00109,18,social_event,4.430,4.321,4.174,5.124,3.582
TRT00110,1,family_obligation,3.173,3.718,2.255,4.370,5.220
TRT00110,2,ambiguous_conflict,4.669,4.920,2.907,5.499,3.688
TRT00110,3,ambiguous_conflict,4.414,4.321,2.806,5.932,4.500
TRT00110,4,ambiguous_conflict,3.516,4.691,3.547,5.733,4.032
TRT00110,5,social_event,3.745,3.919,3.604,6.191,2.551
TRT00110,6,public_presentation,3.826,4.978,2.110,5.195,4.600
TRT00110,7,quiet_work,2.348,4.651,2.975,1.156,5.678
TRT00110,8,recovery_time,3.526,3.546,2.907,2.478,1.620
TRT00110,9,deadline_pressure,3.176,4.731,2.868,5.152,5.705
TRT00110,10,family_obligation,4.641,4.781,2.740,4.752,4.415
TRT00110,11,family_obligation,3.735,4.583,2.858,4.044,3.991
TRT00110,12,family_obligation,3.616,4.593,2.563,3.601,3.748
TRT00110,13,recovery_time,3.508,3.883,2.674,2.173,2.084
TRT00110,14,deadline_pressure,4.038,4.058,3.552,4.201,5.515
TRT00110,15,social_event,5.005,4.901,3.625,6.424,2.820
TRT00110,16,public_presentation,4.474,4.745,2.690,6.371,4.127
TRT00110,17,team_meeting,4.170,4.559,3.627,5.461,3.673
TRT00110,18,team_meeting,4.467,4.247,3.894,5.167,4.370
TRT00111,1,ambiguous_conflict,5.215,4.939,3.588,5.731,2.506
TRT00111,2,ambiguous_conflict,4.906,5.268,2.779,4.582,3.383
TRT00111,3,deadline_pressure,4.458,5.637,2.976,4.120,5.595
TRT00111,4,ambiguous_conflict,4.784,4.537,4.279,3.956,2.214
TRT00111,5,public_presentation,4.039,4.826,3.240,6.684,5.159
TRT00111,6,ambiguous_conflict,5.346,5.160,3.746,5.043,3.122
TRT00111,7,recovery_time,4.032,4.603,2.575,2.073,2.183
TRT00111,8,family_obligation,4.072,5.397,3.123,3.389,4.515
TRT00111,9,public_presentation,5.132,5.458,2.910,5.227,4.949
TRT00111,10,quiet_work,2.756,5.255,2.139,1.884,5.681
TRT00111,11,ambiguous_conflict,4.862,5.205,3.006,5.004,3.588
TRT00111,12,team_meeting,4.830,5.434,4.614,6.816,3.621
TRT00111,13,family_obligation,3.554,5.868,2.401,3.976,5.045
TRT00111,14,public_presentation,5.151,5.952,3.375,6.096,4.550
TRT00111,15,team_meeting,4.881,5.185,3.010,5.081,4.077
TRT00111,16,quiet_work,3.168,5.519,2.344,1.552,6.621
TRT00111,17,recovery_time,4.144,4.771,2.882,2.732,2.342
TRT00111,18,family_obligation,5.028,6.122,2.705,4.146,4.502
TRT00112,1,recovery_time,2.877,4.279,3.591,2.843,2.143
TRT00112,2,social_event,3.590,5.131,4.951,6.513,3.025
TRT00112,3,social_event,3.882,5.193,3.680,6.285,3.815
