person_id,conscientiousness_score,extraversion_score,neuroticism_score,mean_state_conscientiousness,sd_state_conscientiousness,mean_state_extraversion,sd_state_extraversion,mean_state_neuroticism,sd_state_neuroticism,n_observations,trait_state_alignment_index,state_variability_index,person_situation_sensitivity_index,aggregation_reliability_index
TRT00229,5.954,3.621,3.653,5.516,0.621,3.680,0.550,3.721,0.735,18,9.077,1.906,4.331,7.521
TRT00230,3.266,5.814,3.553,3.905,0.640,4.630,0.810,3.262,0.651,18,7.714,2.101,3.600,7.199
TRT00231,3.228,3.574,2.731,3.808,0.572,3.829,0.757,3.418,0.758,18,8.755,2.088,4.143,7.630
TRT00232,5.264,3.866,2.200,4.882,0.579,4.215,0.753,2.861,0.662,18,8.720,1.994,3.713,7.796
TRT00233,5.505,5.909,2.952,5.137,0.541,5.105,0.494,3.251,0.726,18,8.296,1.761,3.485,7.458
TRT00234,3.529,5.636,4.289,3.803,0.536,5.026,0.690,4.282,0.767,18,9.242,1.993,4.377,7.757
TRT00235,3.004,3.221,4.422,3.544,0.676,3.341,0.613,3.938,0.813,18,8.719,2.101,3.941,7.857
TRT00236,3.978,5.150,4.621,4.505,0.576,4.402,0.675,4.096,0.753,18,8.224,2.004,3.984,7.747
TRT00237,2.142,2.747,4.008,3.263,0.632,3.150,0.493,3.827,0.750,18,8.172,1.875,3.427,7.190
TRT00238,3.610,3.808,3.451,4.141,0.404,3.782,0.684,3.377,0.604,18,9.679,1.693,3.337,7.871
TRT00239,3.496,4.876,5.314,4.132,0.422,4.173,0.776,4.442,0.720,18,7.833,1.918,3.209,7.359
TRT00240,5.522,4.954,5.448,5.344,0.592,4.168,0.707,4.911,0.505,18,8.667,1.804,4.052,7.514
TRT00241,4.784,3.024,4.716,4.720,0.574,3.327,0.677,4.459,0.556,18,9.615,1.807,3.962,7.871
TRT00242,3.727,4.428,3.652,4.363,0.489,4.465,0.699,3.533,0.500,18,9.137,1.688,3.752,7.940
TRT00243,4.860,4.808,2.524,4.668,0.531,4.594,0.715,2.866,0.726,18,9.429,1.972,3.788,7.867
TRT00244,5.116,3.547,2.767,4.946,0.497,3.614,0.666,2.739,0.985,18,9.658,2.149,3.455,7.724
TRT00245,4.512,3.618,4.713,4.424,0.496,3.699,0.733,4.149,0.633,18,9.494,1.862,3.426,8.103
TRT00246,4.220,4.653,2.153,4.227,0.537,4.277,0.764,2.817,0.586,18,8.931,1.886,3.799,7.648
TRT00247,4.464,5.179,4.360,4.361,0.780,4.333,0.672,3.994,0.787,18,8.512,2.238,3.791,7.153
TRT00248,4.150,4.888,3.541,4.285,0.603,4.308,0.605,3.700,0.616,18,9.451,1.825,3.377,8.088
TRT00249,4.248,4.837,5.383,4.401,0.520,4.390,0.675,4.751,0.512,18,8.697,1.707,4.148,7.660
TRT00250,4.860,4.341,3.827,5.003,0.589,4.097,0.594,3.787,0.758,18,9.412,1.940,4.280,7.963
TRT00251,4.673,4.988,4.163,4.805,0.637,4.513,0.486,3.639,0.410,18,8.978,1.533,3.548,7.686
TRT00252,2.771,3.914,3.292,3.417,0.671,3.487,0.572,3.160,0.498,18,8.853,1.741,3.657,7.775
TRT00253,5.389,1.220,2.851,5.199,0.320,2.219,0.577,3.033,0.681,18,8.489,1.579,4.252,7.792
TRT00254,3.713,3.204,4.104,3.906,0.491,3.018,0.571,3.869,0.421,18,9.549,1.483,3.224,7.824
TRT00255,4.216,2.644,4.396,4.406,0.536,3.114,0.726,4.423,0.531,18,9.168,1.792,3.997,7.893
TRT00256,4.161,4.519,2.083,4.330,0.704,4.207,0.571,2.713,0.674,18,8.802,1.949,4.144,7.602
TRT00257,4.688,3.402,3.985,4.779,0.374,3.590,0.596,3.508,0.546,18,8.783,1.516,3.756,8.013
TRT00258,4.840,2.770,3.270,4.838,0.571,2.782,0.685,3.118,0.572,18,9.877,1.829,4.108,8.094
TRT00259,3.973,4.228,4.042,4.363,0.551,3.772,0.604,3.665,0.419,18,8.380,1.575,3.955,7.431
TRT00260,5.292,4.079,2.673,5.305,0.539,4.041,0.677,2.828,0.811,18,9.678,2.027,4.534,7.778
TRT00261,4.770,3.367,4.679,4.616,0.437,3.595,0.434,4.248,0.520,18,9.359,1.392,3.818,7.900
TRT00262,4.462,4.171,4.395,4.182,0.638,4.103,0.819,4.184,0.935,18,9.378,2.393,4.065,7.855
TRT00263,5.223,4.373,3.217,5.371,0.464,4.193,0.460,3.596,0.640,18,8.967,1.565,4.324,7.443
TRT00264,5.831,4.345,2.854,5.370,0.667,3.855,0.764,2.796,0.733,18,9.000,2.164,4.102,7.571
TRT00265,3.387,5.062,2.436,3.837,0.633,4.510,0.647,2.884,0.802,18,8.596,2.082,3.663,7.631
TRT00266,4.999,1.750,3.239,4.805,0.639,2.477,0.662,3.313,0.527,18,9.113,1.828,3.748,7.453
TRT00267,3.077,3.861,4.139,3.682,0.545,3.901,0.614,4.193,0.716,18,8.974,1.874,3.807,7.730
TRT00268,5.084,3.604,3.127,4.807,0.470,3.386,0.633,2.972,0.468,18,9.544,1.571,4.124,7.977
TRT00269,4.731,3.979,5.586,4.543,0.678,3.950,0.831,4.579,0.705,18,8.782,2.215,4.097,7.482
TRT00270,3.171,5.581,3.235,3.732,0.482,4.765,0.710,3.130,0.953,18,8.640,2.145,3.664,7.468
TRT00271,2.612,3.174,3.792,3.457,0.608,3.584,0.604,3.968,0.525,18,8.810,1.737,3.770,7.439
TRT00272,3.644,2.829,3.257,4.151,0.411,3.381,0.872,3.490,0.687,18,8.636,1.970,4.094,8.269
TRT00273,5.196,1.779,2.551,4.918,0.614,2.367,0.577,2.970,0.752,18,8.719,1.943,3.853,7.717
TRT00274,4.386,4.595,1.542,4.675,0.781,4.233,0.576,2.024,0.706,18,8.924,2.063,3.608,7.686
TRT00275,4.247,3.639,4.362,3.915,0.579,3.809,0.797,3.931,0.568,18,8.855,1.943,3.288,7.641
TRT00276,5.000,3.781,4.130,5.123,0.445,3.539,0.515,3.538,0.757,18,9.230,1.718,3.724,8.002
TRT00277,3.497,4.496,5.554,4.073,0.432,4.099,0.778,4.574,0.837,18,7.991,2.048,3.991,7.187
TRT00278,4.289,4.876,3.279,4.386,0.471,4.232,0.550,3.198,0.645,18,9.145,1.666,3.966,8.196
TRT00279,3.638,3.727,3.529,3.875,0.694,3.943,0.698,3.338,0.590,18,9.150,1.982,3.716,7.495
TRT00280,2.498,3.015,3.496,3.333,0.575,3.156,0.392,3.317,0.735,18,8.546,1.703,3.598,7.245
TRT00281,3.397,4.466,3.447,4.055,0.509,4.270,0.543,3.406,0.564,18,9.100,1.616,3.629,7.702
TRT00282,3.033,2.601,4.103,3.426,0.667,2.991,0.634,3.990,0.600,18,9.300,1.901,3.687,7.599
TRT00283,2.761,4.372,3.874,3.339,0.491,4.069,0.583,3.636,0.557,18,8.844,1.631,3.483,7.546
TRT00284,5.455,4.508,4.717,5.291,0.544,4.369,0.688,4.207,0.546,18,9.202,1.778,4.015,7.833
TRT00285,5.946,5.449,3.866,5.369,0.755,4.668,0.595,3.809,0.556,18,8.770,1.905,3.423,7.569
TRT00286,4.519,3.542,3.348,4.617,0.650,3.845,0.727,3.778,0.533,18,9.438,1.910,4.243,7.897
TRT00287,4.840,5.056,3.774,4.806,0.645,4.566,0.624,3.766,0.571,18,9.481,1.841,3.927,8.075
TRT00288,4.022,3.351,5.450,4.309,0.610,3.600,0.484,4.953,0.511,18,8.852,1.605,3.956,7.659
TRT00289,3.255,5.204,3.019,3.594,0.587,4.611,0.412,3.020,0.588,18,9.073,1.587,3.638,7.831
TRT00290,3.587,4.973,3.415,4.205,0.626,4.681,0.639,3.703,0.553,18,9.054,1.819,4.350,7.560
TRT00291,3.580,4.599,3.688,3.975,0.621,4.150,0.588,3.559,0.560,18,9.147,1.768,4.050,7.576
TRT00292,4.637,5.678,4.029,4.399,0.696,5.142,0.493,3.934,0.466,18,9.294,1.655,3.259,8.018
TRT00293,2.835,1.306,3.042,3.437,0.531,2.301,0.601,3.269,0.624,18,8.297,1.756,3.631,7.451
TRT00294,2.908,3.676,5.219,3.607,0.868,3.567,0.798,4.596,0.603,18,8.559,2.269,3.319,7.400
TRT00295,5.508,3.157,4.099,5.463,0.601,3.180,0.604,3.772,0.581,18,9.752,1.786,3.985,8.041
TRT00296,4.710,3.641,3.223,4.626,0.612,3.696,0.495,3.473,0.391,18,9.858,1.499,3.418,7.575
TRT00297,4.378,5.357,4.523,4.400,0.627,4.817,0.716,4.314,0.528,18,8.852,1.871,3.569,7.500
TRT00298,6.017,4.994,2.196,5.579,0.472,4.624,0.572,2.699,0.479,18,8.592,1.522,3.939,7.690
TRT00299,4.135,4.391,6.552,4.436,0.560,3.936,0.623,5.225,0.720,18,8.080,1.903,4.031,7.334
TRT00300,4.739,4.098,3.767,4.684,0.500,3.851,0.563,3.583,0.536,18,9.591,1.599,3.785,8.096
TRT00301,5.226,4.230,3.558,4.998,0.578,3.946,0.736,3.444,0.706,18,9.357,2.021,3.751,7.881
TRT00302,4.526,3.257,3.369,4.444,0.825,3.449,0.808,3.521,0.803,18,9.991,2.435,3.776,7.831
TRT00303,3.489,4.555,3.994,3.677,0.681,4.238,0.628,3.723,0.725,18,9.339,2.034,3.400,8.294
TRT00304,4.060,3.293,5.383,4.203,0.685,3.460,0.627,4.614,0.485,18,8.830,1.796,3.405,7.703
TRT00305,4.098,4.327,2.581,4.561,0.588,4.004,0.508,2.724,0.579,18,8.792,1.674,4.232,7.517
TRT00306,4.224,3.430,4.228,4.049,0.566,3.655,0.832,4.101,0.615,18,9.517,2.013,4.107,7.590
TRT00307,3.401,3.493,5.128,3.653,0.539,3.507,0.667,4.299,0.527,18,8.741,1.733,3.404,7.677
TRT00308,5.308,4.514,3.468,5.368,0.526,4.144,0.530,3.584,0.578,18,9.533,1.634,4.303,7.927
TRT00309,2.470,4.833,3.812,3.386,0.655,4.524,0.625,3.736,0.634,18,8.842,1.914,3.584,7.569
TRT00310,3.685,4.643,6.053,4.193,0.438,4.147,0.628,5.081,0.795,18,7.880,1.861,3.640,7.290
TRT00311,3.688,2.238,3.355,4.203,0.511,2.930,0.668,3.390,0.672,18,8.780,1.851,3.893,7.863
TRT00312,3.864,4.595,2.523,4.095,0.440,3.924,0.713,2.646,0.573,18,8.770,1.726,3.411,7.571
TRT00313,4.283,6.411,3.118,4.406,0.584,5.053,0.935,2.918,0.752,18,8.202,2.271,3.790,7.754
TRT00314,4.516,3.975,4.261,4.708,0.532,3.787,0.679,3.963,0.676,18,9.219,1.886,3.534,7.719
TRT00315,3.410,5.762,3.414,3.910,0.781,5.050,0.712,3.327,0.559,18,8.628,2.052,3.698,7.620
TRT00316,2.477,2.454,4.259,3.209,0.560,3.151,0.579,3.965,0.630,18,8.258,1.769,4.009,7.656
TRT00317,5.185,5.155,5.646,4.961,0.660,4.653,0.611,4.908,0.505,18,8.766,1.776,3.991,7.593
TRT00318,4.829,4.855,4.642,4.892,0.409,4.580,0.666,4.327,0.592,18,9.418,1.667,4.183,8.065
TRT00319,4.788,4.727,4.856,4.953,0.617,4.519,0.592,4.438,0.716,18,9.088,1.925,4.569,7.851
TRT00320,3.502,5.298,3.246,3.883,0.564,4.714,0.486,3.464,0.769,18,8.801,1.820,4.264,7.909
TRT00321,6.066,2.502,3.864,5.819,0.588,2.913,0.766,3.832,0.706,18,9.130,2.060,3.834,7.688
TRT00322,2.942,4.218,2.850,3.546,0.581,4.035,0.623,3.042,0.688,18,9.065,1.893,3.900,7.629
TRT00323,3.520,2.619,2.073,3.981,0.592,2.782,0.633,2.473,0.685,18,8.973,1.910,4.071,7.889
TRT00324,5.069,2.672,3.953,5.075,0.551,2.888,0.643,3.493,0.786,18,9.627,1.980,4.023,8.097
TRT00325,4.895,4.240,2.527,4.764,0.550,4.102,0.681,2.966,0.541,18,9.446,1.772,3.648,7.582
TRT00326,5.296,5.719,2.811,5.133,0.519,4.991,0.702,2.848,0.669,18,8.870,1.890,3.763,7.895
TRT00327,4.599,3.582,3.096,4.754,0.457,3.359,0.558,3.288,0.621,18,9.174,1.636,3.836,7.459
TRT00328,4.628,3.891,3.842,4.649,0.547,3.684,0.740,3.789,0.737,18,9.627,2.024,3.637,7.889
TRT00329,4.472,3.441,3.203,4.605,0.515,3.383,0.531,3.336,0.805,18,9.716,1.851,3.636,7.874
TRT00330,4.677,4.117,4.020,4.438,0.546,3.957,0.545,3.786,0.772,18,9.190,1.863,3.934,7.497
TRT00331,5.769,4.640,3.604,5.381,0.459,4.303,0.709,3.619,0.791,18,9.212,1.960,4.275,7.762
TRT00332,4.220,3.253,4.221,4.322,0.666,3.465,0.728,3.942,0.744,18,9.329,2.139,3.627,7.733
TRT00333,5.385,4.529,5.085,5.221,0.691,4.251,0.637,4.528,0.922,18,8.941,2.250,3.917,7.819
TRT00334,4.974,4.030,2.015,4.894,0.562,4.034,0.641,2.610,0.661,18,9.119,1.864,3.885,7.687
TRT00335,2.559,4.682,2.420,3.340,0.571,4.662,0.650,3.041,0.660,18,8.437,1.881,3.764,7.310
TRT00336,3.231,4.470,4.019,3.857,0.726,4.127,0.523,3.715,0.651,18,8.816,1.900,4.319,7.407
TRT00337,5.273,4.322,4.446,4.678,0.594,4.174,0.741,4.149,0.720,18,8.953,2.055,3.487,7.371
TRT00338,4.475,3.134,3.545,4.637,0.412,3.526,0.712,3.543,0.535,18,9.480,1.658,3.756,7.892
TRT00339,3.392,4.141,3.244,3.829,0.556,3.980,0.730,3.431,0.806,18,9.205,2.093,3.554,7.717
TRT00340,3.946,3.863,3.421,4.378,0.496,3.890,0.717,3.461,0.601,18,9.380,1.814,3.611,7.854
TRT00341,4.854,4.436,2.484,4.797,0.581,4.064,0.667,3.049,0.633,18,8.946,1.880,4.001,8.048
TRT00342,5.563,3.457,3.829,5.194,0.523,3.339,0.657,3.669,0.666,18,8.917,1.846,3.857,7.607
TRT00343,4.186,4.788,4.123,4.370,0.481,4.293,0.839,3.946,0.639,18,9.253,1.958,4.239,7.666
TRT00344,4.334,1.865,2.774,4.259,0.627,2.746,0.564,3.050,0.637,18,8.721,1.828,3.575,7.590
TRT00345,4.599,3.990,3.779,4.675,0.719,3.784,0.433,3.722,0.628,18,9.463,1.780,3.541,8.259
TRT00346,4.648,2.726,3.507,4.867,0.687,2.927,0.532,3.427,0.743,18,9.668,1.963,3.598,8.110
TRT00347,3.519,3.635,1.794,3.846,0.610,3.459,0.557,2.295,0.738,18,9.283,1.905,3.410,8.012
TRT00348,3.127,4.915,6.368,3.718,0.471,4.328,0.435,5.326,0.572,18,7.763,1.478,3.808,7.630
TRT00349,3.760,2.932,3.353,4.291,0.499,3.212,0.645,3.468,0.563,18,9.182,1.707,4.001,7.811
TRT00350,4.125,4.320,3.986,4.194,0.751,4.291,0.608,4.040,0.609,18,9.813,1.968,3.867,8.277
TRT00351,4.142,3.419,4.679,4.302,0.641,3.476,0.749,3.936,0.446,18,8.862,1.836,3.473,7.317
TRT00352,2.524,2.137,3.012,3.356,0.482,2.881,0.754,3.176,0.696,18,8.252,1.931,3.968,7.554
TRT00353,3.535,4.027,2.878,4.049,0.626,3.972,0.419,3.285,0.671,18,8.597,1.717,4.148,7.600
TRT00354,2.988,3.990,2.516,3.459,0.543,3.739,0.419,2.538,0.686,18,8.983,1.647,4.288,7.782
TRT00355,5.822,4.169,4.188,5.180,0.703,4.038,0.519,3.941,0.637,18,9.343,1.859,3.551,7.942
TRT00356,4.088,4.829,5.089,4.301,0.570,4.097,0.523,4.502,0.718,18,8.479,1.811,3.673,7.621
TRT00357,3.445,3.540,1.950,4.030,0.606,3.586,0.595,2.686,0.771,18,8.261,1.973,3.887,7.195
TRT00358,4.736,3.247,5.933,4.246,0.848,3.284,0.868,5.005,0.590,18,8.475,2.306,3.492,7.356
TRT00359,4.438,3.427,3.120,4.675,0.514,3.480,0.764,3.316,0.671,18,9.452,1.948,3.726,7.876
TRT00360,6.246,4.048,5.741,5.757,0.544,3.767,0.838,4.888,0.500,18,8.162,1.882,3.802,7.412
TRT00361,3.847,3.867,3.586,4.069,0.644,3.592,0.532,3.297,0.753,18,8.965,1.929,3.581,8.107
TRT00362,4.041,4.177,4.146,4.450,0.539,3.977,0.543,3.721,0.736,18,9.075,1.818,3.568,7.647
TRT00363,3.286,4.613,2.162,4.052,0.427,4.261,0.609,2.525,0.621,18,8.664,1.658,4.274,7.639
TRT00364,3.063,4.888,4.918,3.426,0.615,4.417,0.913,4.703,0.672,18,8.718,2.200,3.940,7.263
TRT00365,3.810,2.609,5.016,4.189,0.701,2.750,0.617,4.349,0.577,18,8.525,1.895,3.928,7.789
TRT00366,3.968,2.168,4.610,4.219,0.536,2.822,0.716,4.364,0.740,18,8.946,1.991,4.014,7.808
TRT00367,4.754,4.523,3.282,4.756,0.618,4.288,0.618,3.445,0.513,18,9.879,1.749,3.736,8.045
TRT00368,6.523,2.771,1.107,5.941,0.654,3.102,0.878,2.179,0.539,18,7.863,2.071,4.215,7.528
TRT00369,5.571,4.762,4.160,5.265,0.535,4.467,0.681,4.107,0.431,18,9.234,1.647,4.073,7.746
TRT00370,5.046,5.489,3.705,4.621,0.553,4.647,0.470,3.359,0.442,18,8.205,1.465,3.544,7.301
TRT00371,2.981,2.419,3.092,3.408,0.532,2.944,0.623,3.019,0.624,18,9.158,1.779,3.681,7.616
TRT00372,3.365,1.177,4.817,3.738,0.543,1.826,0.601,3.960,0.468,18,8.061,1.612,3.859,7.402
TRT00373,2.828,4.619,5.502,3.393,0.532,4.284,0.783,4.718,0.827,18,8.463,2.141,3.586,7.259
TRT00374,4.861,5.246,4.748,4.857,0.638,4.685,0.760,4.085,0.639,18,9.005,2.037,4.056,7.953
TRT00375,5.253,5.241,2.531,5.110,0.474,4.782,0.642,3.011,0.642,18,8.647,1.758,3.969,7.922
TRT00376,4.453,5.688,5.045,4.832,0.450,4.928,0.639,4.455,0.583,18,8.417,1.672,4.219,7.650
TRT00377,5.774,4.665,4.205,5.331,0.515,4.408,0.630,3.749,0.807,18,9.078,1.951,4.106,7.664
TRT00378,5.688,4.353,5.102,5.199,0.703,4.100,0.524,4.534,0.547,18,8.269,1.774,4.193,7.550
TRT00379,4.459,6.222,3.080,4.654,0.485,5.293,0.427,3.365,0.628,18,8.329,1.540,4.389,7.684
TRT00380,3.323,3.628,2.825,3.825,0.650,3.579,0.532,3.125,0.831,18,8.888,2.014,4.211,7.720
TRT00381,3.367,5.204,4.331,3.880,0.658,4.606,0.647,3.747,0.486,18,8.230,1.792,3.636,7.670
TRT00382,5.621,3.337,3.850,5.093,0.541,3.638,0.533,3.889,0.724,18,9.016,1.798,4.072,7.884
TRT00383,3.976,2.702,3.902,4.041,0.594,3.062,0.798,3.482,0.742,18,9.187,2.133,3.716,7.440
TRT00384,3.387,4.665,3.547,4.081,0.505,4.444,0.702,3.670,0.673,18,8.843,1.880,3.454,7.463
TRT00385,5.145,5.375,3.628,4.957,0.420,4.581,0.674,3.597,0.712,18,9.133,1.806,3.861,7.708
TRT00386,5.463,4.811,3.737,5.140,0.519,4.240,0.484,3.382,0.566,18,8.886,1.569,4.038,7.797
TRT00387,3.665,2.690,4.296,3.962,0.488,3.017,0.566,4.123,0.742,18,9.211,1.796,3.893,7.773
TRT00388,3.507,4.096,3.931,4.047,0.699,3.916,0.726,3.882,0.675,18,9.155,2.099,3.672,7.428
TRT00389,2.186,4.444,4.729,3.216,0.536,4.084,0.653,4.431,0.552,18,8.302,1.742,4.518,7.299
TRT00390,5.574,3.244,5.321,5.203,0.515,3.394,0.672,4.515,0.809,18,8.603,1.995,3.822,7.428
TRT00391,2.760,4.653,3.618,3.470,0.602,4.301,0.683,3.649,0.671,18,8.972,1.956,4.158,7.696
TRT00392,2.651,4.891,3.864,3.560,0.496,4.616,0.561,3.632,0.524,18,8.614,1.581,3.985,7.316
TRT00393,3.689,4.732,2.707,3.988,0.464,4.546,0.838,3.050,0.632,18,9.363,1.934,4.046,7.958
TRT00394,4.922,4.078,6.079,4.681,0.478,3.651,0.472,5.007,0.677,18,8.228,1.627,3.722,7.378
TRT00395,5.018,4.304,5.069,4.590,0.486,3.788,0.542,4.323,0.645,18,8.280,1.672,3.199,7.614
TRT00396,4.711,5.902,5.171,4.685,0.524,5.282,0.646,4.561,0.599,18,9.031,1.769,3.962,7.468
TRT00397,2.849,3.129,1.286,3.614,0.466,3.234,0.451,2.136,0.511,18,8.335,1.428,3.694,7.408
TRT00398,3.728,3.370,4.074,4.249,0.469,3.231,0.560,4.030,0.483,18,9.327,1.512,4.083,7.742
TRT00399,3.824,4.525,3.157,4.080,0.423,4.176,0.399,3.408,0.478,18,9.282,1.301,4.035,7.666
TRT00400,3.271,4.230,1.986,3.671,0.752,3.817,0.628,2.509,0.491,18,8.622,1.871,3.615,7.757
TRT00401,5.585,4.877,3.364,5.133,0.547,4.106,0.628,3.301,0.741,18,8.442,1.916,4.024,7.412
TRT00402,1.571,3.329,4.790,2.844,0.473,3.363,0.546,4.272,0.642,18,8.418,1.661,4.169,7.475
TRT00403,2.493,2.659,2.726,3.209,0.775,2.836,0.673,2.814,0.956,18,8.791,2.403,3.835,7.560
TRT00404,6.764,1.678,2.456,5.834,0.609,2.391,0.515,2.785,0.585,18,8.107,1.709,3.473,7.606
TRT00405,2.016,5.141,6.646,2.774,0.423,4.661,0.840,5.536,0.673,18,7.970,1.936,3.755,7.377
TRT00406,4.876,5.898,4.442,5.009,0.468,5.021,0.764,4.232,0.673,18,9.044,1.905,4.529,7.774
TRT00407,4.369,2.923,3.098,4.348,0.508,2.997,0.873,3.196,0.581,18,9.576,1.962,3.611,7.543
TRT00408,2.370,2.138,5.138,3.121,0.533,2.832,0.718,4.705,0.784,18,8.018,2.035,4.002,7.426
TRT00409,3.134,6.530,4.170,3.686,0.561,5.578,0.718,3.984,0.542,18,8.368,1.820,4.204,7.212
TRT00410,3.345,4.847,4.027,4.008,0.502,4.240,0.612,3.613,0.519,18,8.267,1.634,3.768,7.441
TRT00411,4.261,2.511,2.446,4.465,0.728,2.988,0.633,2.985,0.708,18,8.821,2.069,3.959,7.933
TRT00412,4.198,3.567,3.904,4.178,0.497,3.325,0.651,3.558,0.646,18,9.447,1.794,3.893,8.038
TRT00413,4.370,3.305,3.085,4.445,0.523,3.440,0.595,3.438,0.519,18,9.387,1.636,3.950,7.972
TRT00414,4.009,3.810,4.558,4.396,0.443,3.715,0.533,3.985,0.640,18,8.818,1.617,3.892,7.620
TRT00415,3.345,4.601,4.299,3.924,0.660,4.153,0.645,4.107,0.476,18,8.521,1.780,3.489,7.460
TRT00416,5.085,3.901,6.141,5.070,0.542,3.811,0.403,5.312,0.658,18,8.822,1.603,3.617,7.626
TRT00417,4.312,5.060,3.236,4.420,0.526,4.458,0.494,3.395,0.678,18,9.098,1.698,3.694,7.815
TRT00418,2.146,6.443,4.291,3.094,0.567,5.253,0.596,3.944,0.703,18,7.648,1.866,4.287,7.306
TRT00419,5.205,3.781,2.891,4.871,0.589,3.512,0.663,3.074,0.750,18,9.201,2.002,3.459,7.527
TRT00420,5.502,4.064,4.115,5.248,0.687,3.825,0.633,3.997,0.579,18,9.608,1.898,3.805,8.185
TRT00421,2.698,2.904,3.499,3.601,0.510,3.410,0.611,3.501,0.662,18,8.441,1.782,3.945,7.533
TRT00422,4.436,6.749,5.230,4.295,0.367,5.515,0.585,4.513,0.675,18,8.089,1.627,3.773,7.375
TRT00423,4.475,4.807,2.543,4.808,0.400,4.335,0.718,3.132,0.567,18,8.342,1.685,3.932,7.470
TRT00424,4.121,5.429,3.192,4.416,0.419,4.721,0.546,3.432,0.690,18,8.241,1.655,4.042,7.566
TRT00425,3.939,4.634,2.759,4.093,0.742,4.247,0.858,3.047,0.581,18,9.119,2.181,4.034,7.933
TRT00426,3.596,1.578,6.606,4.165,0.453,2.462,0.716,5.463,0.715,18,7.496,1.885,3.762,6.973
TRT00427,5.647,4.308,2.725,5.290,0.696,3.807,0.775,3.072,0.669,18,8.665,2.140,3.756,7.756
TRT00428,3.346,3.737,4.892,3.886,0.516,3.787,0.719,4.224,0.699,18,8.508,1.933,3.907,7.686
TRT00429,4.123,3.352,4.049,4.306,0.603,3.473,0.655,3.669,0.630,18,9.537,1.887,3.744,8.059
TRT00430,4.028,4.253,3.100,4.306,0.512,3.813,0.614,3.007,0.558,18,9.058,1.684,3.968,7.615
TRT00431,3.681,4.920,4.640,3.898,0.555,4.584,0.678,4.529,0.601,18,9.224,1.834,3.931,7.655
TRT00432,1.977,3.675,6.457,2.961,0.419,3.717,0.628,5.307,0.661,18,7.901,1.707,3.698,7.599
TRT00433,5.156,5.239,3.071,4.879,0.694,4.667,0.699,3.113,0.805,18,9.246,2.199,3.582,7.595
TRT00434,2.972,4.332,3.017,3.492,0.442,4.079,0.650,3.237,0.635,18,8.801,1.727,3.718,7.214
TRT00435,3.532,5.335,4.302,3.958,0.584,4.672,0.533,4.290,0.392,18,9.028,1.508,3.814,7.741
TRT00436,3.382,3.131,3.530,3.835,0.703,3.218,0.627,3.468,0.905,18,9.220,2.234,3.662,7.882
TRT00437,4.011,5.203,4.254,4.167,0.530,4.705,0.515,3.897,0.848,18,9.170,1.893,3.601,7.575
TRT00438,5.150,3.482,3.001,5.047,0.553,3.688,0.743,3.012,0.504,18,9.649,1.799,4.102,8.027
TRT00439,5.395,3.620,4.097,5.091,0.482,3.545,0.641,3.923,0.635,18,9.297,1.758,3.749,7.918
TRT00440,5.855,5.144,2.322,5.503,0.567,4.696,0.816,2.764,0.810,18,8.481,2.193,3.048,7.332
TRT00441,5.232,4.736,4.359,5.006,0.511,4.405,0.508,4.211,0.737,18,9.021,1.757,4.062,7.419
TRT00442,4.142,3.354,1.678,4.355,0.572,3.375,0.715,2.262,0.730,18,9.037,2.017,4.347,7.984
TRT00443,4.495,3.236,3.969,4.743,0.498,3.591,0.589,4.196,0.708,18,9.177,1.795,4.280,7.497
TRT00444,3.155,4.274,3.764,3.942,0.650,4.188,0.439,3.906,0.689,18,8.881,1.778,4.104,7.788
TRT00445,2.834,5.476,2.511,3.594,0.481,4.890,0.592,3.081,0.719,18,7.910,1.792,3.998,7.071
TRT00446,4.026,3.268,5.818,4.410,0.663,3.368,0.716,4.978,0.663,18,8.689,2.041,4.209,7.676
TRT00447,4.897,3.984,4.138,4.872,0.480,3.611,0.407,3.995,0.484,18,9.588,1.371,3.781,7.770
TRT00448,4.524,3.870,2.948,4.577,0.417,3.575,0.736,3.241,0.562,18,9.665,1.716,4.181,8.230
TRT00449,3.125,3.189,5.169,3.881,0.420,3.091,0.772,4.434,0.618,18,8.862,1.810,3.841,7.337
TRT00450,6.234,3.303,5.553,5.628,0.476,3.485,0.544,4.790,0.668,18,8.591,1.689,3.655,7.449
TRT00451,4.364,4.304,3.149,4.484,0.693,4.033,0.616,3.372,0.847,18,9.301,2.156,4.105,7.667
TRT00452,5.073,4.986,4.919,5.067,0.599,4.525,0.637,4.454,0.731,18,8.935,1.966,4.047,7.846
TRT00453,4.956,4.163,3.867,5.075,0.425,3.751,0.703,3.788,0.727,18,9.306,1.855,3.955,7.518
TRT00454,3.941,4.576,3.005,4.275,0.702,4.312,0.724,3.152,0.538,18,9.455,1.965,3.916,7.817
TRT00455,5.248,3.631,4.131,5.055,0.603,3.716,0.404,4.081,0.550,18,9.366,1.557,4.066,8.098
TRT00456,4.988,4.130,4.688,5.175,0.527,3.913,0.457,4.376,0.723,18,9.121,1.707,3.848,8.036
TRT00457,4.694,2.946,4.334,4.644,0.596,2.992,0.542,3.678,0.590,18,9.096,1.728,3.592,8.012
TRT00458,5.740,3.178,4.275,5.268,0.458,3.185,0.582,3.691,0.573,18,9.020,1.614,3.731,7.596
