person_id,assessment_context,occasion,trait_score,trait_extraversion,trait_conscientiousness,trait_neuroticism,state_extraversion,state_conscientiousness,state_assertiveness,state_withdrawal,situation_demand,situation_sociality,situation_evaluation,situation_trust,situation_autonomy,situation_threat,behavioral_consistency_marker,conditional_signature_score,state_inertia_marker
PSD00034,professional_workshop_context,4,3.471,3.169,4.416,5.698,2.627,4.586,2.835,3.103,3.802,2.468,2.859,2.190,2.999,2.766,6.610,1.920,0.522
PSD00034,professional_workshop_context,5,3.471,3.169,4.416,5.698,3.421,3.718,3.600,3.984,3.578,3.083,3.249,4.264,3.781,2.742,6.256,1.821,0.827
PSD00034,professional_workshop_context,6,3.471,3.169,4.416,5.698,3.356,4.799,4.089,2.124,3.337,3.713,2.432,3.703,5.085,3.369,6.323,1.916,0.874
PSD00034,professional_workshop_context,7,3.471,3.169,4.416,5.698,3.222,5.033,4.147,3.795,3.470,5.320,2.160,3.447,3.727,4.983,6.559,2.022,0.524
PSD00034,professional_workshop_context,8,3.471,3.169,4.416,5.698,2.890,4.292,3.206,3.355,1.696,5.823,3.508,3.523,3.547,3.012,6.716,2.170,0.613
PSD00034,professional_workshop_context,9,3.471,3.169,4.416,5.698,3.209,4.057,4.231,2.762,3.567,3.718,3.593,4.812,2.705,3.542,6.544,1.647,0.543
PSD00034,professional_workshop_context,10,3.471,3.169,4.416,5.698,3.311,3.355,3.570,3.513,3.889,3.489,3.669,2.460,4.486,2.471,6.323,1.931,0.554
PSD00034,professional_workshop_context,11,3.471,3.169,4.416,5.698,3.591,3.850,4.539,2.435,1.801,3.350,1.562,5.174,5.751,4.157,6.395,2.141,0.706
PSD00034,professional_workshop_context,12,3.471,3.169,4.416,5.698,3.446,4.713,4.187,2.750,3.183,2.754,3.633,4.032,4.295,2.332,6.368,2.028,0.419
PSD00034,professional_workshop_context,13,3.471,3.169,4.416,5.698,3.687,4.988,3.859,2.609,3.239,2.038,3.484,4.584,4.220,1.074,5.820,1.876,0.246
PSD00034,professional_workshop_context,14,3.471,3.169,4.416,5.698,3.774,5.042,4.442,3.129,4.402,1.147,2.984,6.041,4.641,3.132,6.226,1.862,0.311
PSD00034,professional_workshop_context,15,3.471,3.169,4.416,5.698,3.761,4.263,3.138,3.304,3.204,4.377,2.242,3.204,3.206,3.480,6.757,1.837,0.568
PSD00034,professional_workshop_context,16,3.471,3.169,4.416,5.698,3.139,3.944,3.755,2.987,2.472,4.868,4.811,3.975,4.699,2.974,6.399,2.155,0.469
PSD00035,professional_workshop_context,1,4.553,3.135,4.258,5.638,3.037,4.435,4.242,3.489,5.102,1.232,3.626,3.763,4.371,2.706,6.428,1.696,0.630
PSD00035,professional_workshop_context,2,4.553,3.135,4.258,5.638,2.759,4.424,3.936,4.163,3.247,3.251,3.500,3.305,3.652,3.171,6.894,1.675,0.318
PSD00035,professional_workshop_context,3,4.553,3.135,4.258,5.638,2.893,4.657,4.457,3.165,3.631,5.069,2.716,3.579,5.213,3.458,6.565,1.835,0.471
PSD00035,professional_workshop_context,4,4.553,3.135,4.258,5.638,3.565,4.418,4.691,3.547,2.087,4.141,3.187,3.839,4.357,4.575,6.719,1.778,0.382
PSD00035,professional_workshop_context,5,4.553,3.135,4.258,5.638,3.151,4.473,4.515,3.261,2.995,3.555,3.330,3.545,2.183,2.541,6.528,2.010,0.233
PSD00035,professional_workshop_context,6,4.553,3.135,4.258,5.638,3.005,4.624,4.807,5.334,2.591,3.644,5.558,4.155,3.824,4.408,6.954,1.598,0.666
PSD00035,professional_workshop_context,7,4.553,3.135,4.258,5.638,2.957,3.956,4.780,3.847,1.722,3.120,2.197,3.335,4.489,3.548,6.829,1.683,0.558
PSD00035,professional_workshop_context,8,4.553,3.135,4.258,5.638,3.120,3.566,3.778,3.371,4.724,3.383,3.414,4.360,3.509,4.691,6.708,1.636,0.508
PSD00035,professional_workshop_context,9,4.553,3.135,4.258,5.638,3.149,3.618,2.914,2.568,3.971,4.218,1.000,4.188,3.305,3.926,5.932,1.858,0.437
PSD00035,professional_workshop_context,10,4.553,3.135,4.258,5.638,3.660,2.922,3.948,2.999,3.522,3.868,1.684,5.238,2.137,4.703,6.189,1.833,0.668
PSD00035,professional_workshop_context,11,4.553,3.135,4.258,5.638,3.214,3.034,3.837,3.726,3.554,3.909,2.410,4.705,1.852,4.661,6.266,2.163,0.349
PSD00035,professional_workshop_context,12,4.553,3.135,4.258,5.638,2.766,4.425,4.459,3.382,2.734,3.933,4.042,3.058,4.302,2.164,6.477,1.479,0.701
PSD00035,professional_workshop_context,13,4.553,3.135,4.258,5.638,2.509,4.577,3.818,2.368,3.617,5.513,1.620,3.600,3.894,2.690,5.844,2.056,0.516
PSD00035,professional_workshop_context,14,4.553,3.135,4.258,5.638,2.872,4.483,3.514,3.360,2.699,3.396,3.568,2.418,4.243,1.036,6.353,1.728,0.438
PSD00035,professional_workshop_context,15,4.553,3.135,4.258,5.638,3.165,4.690,4.430,4.068,3.296,4.201,1.646,2.817,2.931,3.417,6.695,1.577,0.531
PSD00035,professional_workshop_context,16,4.553,3.135,4.258,5.638,4.054,4.321,4.409,3.531,4.512,1.000,2.149,4.557,3.279,2.173,6.568,1.757,0.454
PSD00036,professional_workshop_context,1,3.410,3.181,3.774,6.233,3.252,3.567,4.649,3.711,4.879,4.673,4.621,4.888,3.000,2.416,6.649,1.954,0.922
PSD00036,professional_workshop_context,2,3.410,3.181,3.774,6.233,3.816,4.896,4.051,4.381,4.448,3.868,4.551,3.448,4.257,2.476,6.103,1.633,0.790
PSD00036,professional_workshop_context,3,3.410,3.181,3.774,6.233,3.235,4.061,3.425,3.773,5.927,3.864,2.828,3.807,4.033,4.650,6.839,1.707,0.662
PSD00036,professional_workshop_context,4,3.410,3.181,3.774,6.233,2.794,3.938,4.125,3.701,4.014,2.225,3.755,3.465,3.480,3.614,6.902,1.464,0.334
PSD00036,professional_workshop_context,5,3.410,3.181,3.774,6.233,2.386,3.689,4.206,2.859,3.906,4.360,1.486,3.258,3.429,1.575,5.941,2.604,0.395
PSD00036,professional_workshop_context,6,3.410,3.181,3.774,6.233,3.135,3.676,3.975,3.737,3.212,2.723,2.049,4.955,4.196,3.604,6.267,1.769,0.468
PSD00036,professional_workshop_context,7,3.410,3.181,3.774,6.233,2.536,3.503,3.486,3.925,2.959,2.691,2.796,4.663,4.083,3.901,6.634,2.076,0.362
PSD00036,professional_workshop_context,8,3.410,3.181,3.774,6.233,3.424,3.778,3.856,2.842,5.114,3.861,2.164,2.873,3.137,1.091,6.496,2.543,0.654
PSD00036,professional_workshop_context,9,3.410,3.181,3.774,6.233,3.595,3.821,4.331,3.515,4.733,3.429,2.039,3.528,3.447,2.843,6.557,2.108,0.341
PSD00036,professional_workshop_context,10,3.410,3.181,3.774,6.233,3.167,3.987,3.617,3.358,2.273,2.552,2.038,4.469,5.791,4.821,6.592,2.011,0.366
PSD00036,professional_workshop_context,11,3.410,3.181,3.774,6.233,2.861,3.251,3.926,3.430,4.250,3.846,3.358,4.168,2.023,3.349,6.693,1.613,0.356
PSD00036,professional_workshop_context,12,3.410,3.181,3.774,6.233,4.114,4.027,4.683,3.285,3.790,3.447,4.485,4.276,4.810,1.834,6.001,2.120,0.733
PSD00036,professional_workshop_context,13,3.410,3.181,3.774,6.233,2.735,3.390,2.907,3.806,5.930,3.945,3.301,4.321,1.634,3.787,6.483,1.793,1.078
PSD00036,professional_workshop_context,14,3.410,3.181,3.774,6.233,2.271,3.622,4.075,3.549,2.235,2.449,2.901,2.349,4.074,2.856,6.634,1.980,0.530
PSD00036,professional_workshop_context,15,3.410,3.181,3.774,6.233,3.107,3.680,3.377,3.781,3.575,4.157,3.411,4.117,3.609,3.044,6.769,1.917,0.456
PSD00036,professional_workshop_context,16,3.410,3.181,3.774,6.233,3.376,3.356,2.223,3.085,3.193,3.637,2.205,4.916,1.303,4.006,6.498,1.772,0.611
PSD00037,professional_workshop_context,1,4.028,4.665,4.647,4.443,3.434,3.731,2.681,2.148,3.164,2.141,1.309,2.522,2.274,3.212,5.793,1.990,1.504
PSD00037,professional_workshop_context,2,4.028,4.665,4.647,4.443,4.596,4.352,3.616,2.844,3.209,3.060,5.575,2.810,2.073,2.784,6.484,1.619,0.854
PSD00037,professional_workshop_context,3,4.028,4.665,4.647,4.443,4.580,5.129,3.766,2.322,3.416,2.214,3.998,4.791,4.065,2.045,6.556,1.294,0.367
PSD00037,professional_workshop_context,4,4.028,4.665,4.647,4.443,3.954,4.828,3.525,2.202,3.311,4.464,3.803,3.670,3.414,5.111,6.478,1.823,0.322
PSD00037,professional_workshop_context,5,4.028,4.665,4.647,4.443,4.265,3.990,3.923,2.425,2.751,3.910,2.824,3.139,3.333,3.457,6.113,1.466,0.443
PSD00037,professional_workshop_context,6,4.028,4.665,4.647,4.443,4.211,4.239,3.362,1.453,4.975,2.942,3.852,4.193,4.279,3.340,6.297,1.817,0.459
PSD00037,professional_workshop_context,7,4.028,4.665,4.647,4.443,4.929,4.414,3.732,1.000,3.398,1.229,2.535,3.662,5.071,1.948,6.511,2.101,0.429
PSD00037,professional_workshop_context,8,4.028,4.665,4.647,4.443,4.444,4.997,3.278,1.128,4.376,3.799,2.620,4.166,4.059,4.338,6.665,2.055,0.413
PSD00037,professional_workshop_context,9,4.028,4.665,4.647,4.443,4.096,3.717,2.998,1.856,3.072,3.969,2.273,3.261,2.739,4.526,6.128,1.903,0.659
PSD00037,professional_workshop_context,10,4.028,4.665,4.647,4.443,4.298,3.889,4.255,1.770,2.621,2.136,1.511,4.677,3.916,2.975,6.599,2.275,0.429
PSD00037,professional_workshop_context,11,4.028,4.665,4.647,4.443,4.396,3.851,4.152,1.172,2.019,1.755,2.056,6.197,2.818,3.576,6.144,1.899,0.209
PSD00037,professional_workshop_context,12,4.028,4.665,4.647,4.443,4.438,4.607,4.078,1.612,3.812,3.907,3.345,2.815,3.778,1.318,6.200,1.491,0.328
PSD00037,professional_workshop_context,13,4.028,4.665,4.647,4.443,4.506,5.170,4.313,1.512,4.901,2.009,4.462,3.651,4.532,3.454,6.123,1.872,0.242
PSD00037,professional_workshop_context,14,4.028,4.665,4.647,4.443,4.827,3.843,3.728,1.249,2.348,3.314,1.888,4.708,3.560,2.690,6.086,2.064,0.624
PSD00037,professional_workshop_context,15,4.028,4.665,4.647,4.443,4.531,5.760,3.805,1.486,4.815,3.549,3.765,3.971,4.199,2.043,6.254,1.614,0.632
PSD00037,professional_workshop_context,16,4.028,4.665,4.647,4.443,4.969,5.121,3.640,2.281,2.244,3.089,3.743,2.838,5.207,2.357,6.556,1.951,0.509
PSD00038,professional_workshop_context,1,4.931,4.558,4.494,3.893,4.490,4.815,3.650,1.409,2.703,3.531,4.019,5.286,4.024,4.651,6.710,1.745,0.980
PSD00038,professional_workshop_context,2,4.931,4.558,4.494,3.893,5.561,3.470,4.859,1.000,2.780,3.401,2.053,4.469,3.527,3.484,5.953,1.417,1.009
PSD00038,professional_workshop_context,3,4.931,4.558,4.494,3.893,4.796,3.889,3.325,1.613,3.898,3.154,2.214,4.068,2.011,2.741,6.517,2.193,0.833
PSD00038,professional_workshop_context,4,4.931,4.558,4.494,3.893,4.031,4.443,4.516,1.599,4.721,2.713,2.510,3.263,3.474,4.351,6.036,1.967,0.631
PSD00038,professional_workshop_context,5,4.931,4.558,4.494,3.893,4.505,4.569,5.336,1.046,1.614,2.624,3.985,3.781,5.806,2.558,6.605,1.704,0.493
PSD00038,professional_workshop_context,6,4.931,4.558,4.494,3.893,4.658,4.226,5.102,1.000,2.713,2.855,1.000,3.899,5.502,3.372,6.635,1.854,0.194
PSD00038,professional_workshop_context,7,4.931,4.558,4.494,3.893,5.180,4.883,4.423,1.222,3.732,2.573,2.927,4.312,4.850,1.685,6.060,1.736,0.520
PSD00038,professional_workshop_context,8,4.931,4.558,4.494,3.893,4.447,3.784,5.047,1.000,3.468,4.053,2.341,4.439,4.637,4.663,6.114,2.103,0.669
PSD00038,professional_workshop_context,9,4.931,4.558,4.494,3.893,4.419,4.121,3.308,1.957,2.704,4.733,1.676,2.717,3.065,3.728,6.206,2.006,0.765
PSD00038,professional_workshop_context,10,4.931,4.558,4.494,3.893,4.611,4.447,4.281,1.891,2.972,3.107,3.708,4.256,2.605,3.204,6.702,1.625,0.389
PSD00038,professional_workshop_context,11,4.931,4.558,4.494,3.893,4.077,4.321,3.716,2.520,3.029,2.910,4.137,3.658,4.586,5.669,6.398,1.440,0.463
PSD00038,professional_workshop_context,12,4.931,4.558,4.494,3.893,4.291,3.892,5.069,1.032,2.771,3.566,1.388,4.481,3.982,2.623,6.097,2.247,0.871
PSD00038,professional_workshop_context,13,4.931,4.558,4.494,3.893,4.862,4.823,4.105,1.078,4.584,4.982,2.779,3.515,4.252,3.165,6.090,1.954,0.628
PSD00038,professional_workshop_context,14,4.931,4.558,4.494,3.893,4.458,4.988,4.718,1.842,3.363,5.088,1.932,5.094,4.268,4.066,6.420,1.756,0.487
PSD00038,professional_workshop_context,15,4.931,4.558,4.494,3.893,4.008,4.859,4.633,1.000,3.747,4.108,1.000,4.748,3.540,1.777,5.941,2.219,0.377
PSD00038,professional_workshop_context,16,4.931,4.558,4.494,3.893,5.388,4.436,3.935,2.222,3.952,4.356,3.238,5.061,3.642,1.409,6.126,1.707,0.931
PSD00039,professional_workshop_context,1,4.904,4.761,5.129,3.770,4.445,4.471,3.537,2.048,2.274,4.180,2.356,3.338,4.566,4.222,6.509,1.736,1.190
PSD00039,professional_workshop_context,2,4.904,4.761,5.129,3.770,4.512,5.152,3.509,1.700,3.403,3.519,2.332,3.415,5.275,1.920,6.467,1.641,0.281
PSD00039,professional_workshop_context,3,4.904,4.761,5.129,3.770,4.496,5.573,3.883,1.520,4.374,4.221,2.875,2.204,4.572,3.301,6.081,1.791,0.248
PSD00039,professional_workshop_context,4,4.904,4.761,5.129,3.770,4.378,4.534,4.194,1.323,3.818,3.305,1.000,4.273,3.713,3.101,6.099,1.950,0.416
PSD00039,professional_workshop_context,5,4.904,4.761,5.129,3.770,4.496,5.206,4.821,1.000,4.954,3.906,2.122,2.996,4.952,2.022,6.534,1.784,0.435
PSD00039,professional_workshop_context,6,4.904,4.761,5.129,3.770,3.345,5.329,3.440,2.409,4.045,4.443,2.489,2.546,1.306,2.608,6.196,1.984,1.016
PSD00039,professional_workshop_context,7,4.904,4.761,5.129,3.770,4.351,5.463,4.400,1.229,3.941,2.829,3.717,3.247,4.884,1.918,6.576,1.747,0.820
PSD00039,professional_workshop_context,8,4.904,4.761,5.129,3.770,5.817,4.772,5.370,1.153,4.292,3.594,3.573,4.737,5.720,2.424,6.224,1.882,0.801
PSD00039,professional_workshop_context,9,4.904,4.761,5.129,3.770,4.545,4.534,4.705,2.241,2.869,3.528,3.521,3.400,3.903,3.181,6.598,1.639,0.816
PSD00039,professional_workshop_context,10,4.904,4.761,5.129,3.770,5.960,4.603,3.961,1.000,4.197,5.067,2.092,4.387,3.639,2.895,5.887,1.720,0.867
PSD00039,professional_workshop_context,11,4.904,4.761,5.129,3.770,4.735,5.321,4.049,1.000,4.007,3.997,2.624,3.539,4.585,3.382,6.244,1.943,0.508
PSD00039,professional_workshop_context,12,4.904,4.761,5.129,3.770,5.017,5.823,4.376,1.000,4.437,3.590,3.008,3.696,4.748,4.172,6.021,1.522,0.278
PSD00039,professional_workshop_context,13,4.904,4.761,5.129,3.770,4.341,5.135,4.576,1.000,2.966,3.634,2.731,3.327,3.083,1.442,6.667,1.802,0.391
PSD00039,professional_workshop_context,14,4.904,4.761,5.129,3.770,5.053,5.746,4.030,1.000,4.695,3.165,1.000,3.767,3.792,2.642,6.478,2.124,0.467
PSD00039,professional_workshop_context,15,4.904,4.761,5.129,3.770,4.598,5.240,3.568,1.828,4.851,4.807,1.721,3.908,4.573,3.821,6.410,1.957,0.562
PSD00039,professional_workshop_context,16,4.904,4.761,5.129,3.770,4.712,5.496,4.939,1.000,4.031,1.000,2.249,5.758,5.075,2.346,6.782,1.932,0.642
PSD00040,professional_workshop_context,1,4.534,5.275,4.341,4.422,4.381,3.678,3.320,2.531,2.747,2.089,3.168,2.944,2.898,2.678,6.222,1.810,1.279
PSD00040,professional_workshop_context,2,4.534,5.275,4.341,4.422,4.608,3.700,3.447,1.999,3.129,3.499,2.527,3.841,1.976,2.316,6.073,1.770,0.227
PSD00040,professional_workshop_context,3,4.534,5.275,4.341,4.422,5.651,3.897,3.458,1.000,3.863,5.500,1.000,3.985,4.821,3.726,5.998,2.243,0.563
PSD00040,professional_workshop_context,4,4.534,5.275,4.341,4.422,5.387,4.378,3.658,1.179,3.622,3.387,2.084,5.730,4.226,3.128,6.541,1.984,0.281
PSD00040,professional_workshop_context,5,4.534,5.275,4.341,4.422,4.093,4.705,4.818,1.086,2.436,2.865,2.547,3.285,3.435,3.164,6.012,2.241,0.719
PSD00040,professional_workshop_context,6,4.534,5.275,4.341,4.422,4.433,4.610,4.126,1.197,2.739,4.973,2.784,3.501,3.353,2.958,6.402,1.842,0.309
PSD00040,professional_workshop_context,7,4.534,5.275,4.341,4.422,4.675,4.082,4.268,1.573,3.142,1.000,1.182,4.258,5.354,3.432,6.043,2.339,0.322
PSD00040,professional_workshop_context,8,4.534,5.275,4.341,4.422,4.973,4.718,3.783,2.041,4.057,2.981,1.000,3.646,4.188,1.890,6.459,1.542,0.472
PSD00040,professional_workshop_context,9,4.534,5.275,4.341,4.422,5.748,5.265,4.529,2.420,3.408,2.698,2.625,3.464,4.001,1.473,6.720,1.974,0.612
PSD00040,professional_workshop_context,10,4.534,5.275,4.341,4.422,4.898,4.859,3.891,2.206,4.144,3.222,2.965,2.397,3.728,4.078,6.530,0.955,0.527
PSD00040,professional_workshop_context,11,4.534,5.275,4.341,4.422,5.190,5.093,4.516,1.671,5.530,3.714,1.780,3.351,3.886,2.367,6.336,1.758,0.422
PSD00040,professional_workshop_context,12,4.534,5.275,4.341,4.422,4.692,4.489,4.320,1.818,4.124,3.576,2.690,4.790,3.359,3.722,6.375,1.466,0.361
PSD00040,professional_workshop_context,13,4.534,5.275,4.341,4.422,5.180,4.576,4.428,1.890,3.266,1.697,2.965,3.326,4.289,3.217,6.799,1.867,0.188
PSD00040,professional_workshop_context,14,4.534,5.275,4.341,4.422,4.109,4.269,4.700,1.777,3.707,2.239,3.150,4.074,4.888,2.888,6.693,1.602,0.441
PSD00040,professional_workshop_context,15,4.534,5.275,4.341,4.422,4.052,3.512,4.005,2.169,3.568,2.981,2.477,3.435,4.055,5.216,6.039,1.707,0.475
PSD00040,professional_workshop_context,16,4.534,5.275,4.341,4.422,4.214,3.954,4.547,1.227,3.117,2.058,2.149,5.002,2.531,2.987,6.406,1.713,0.522
PSD00041,professional_workshop_context,1,4.557,3.450,4.325,4.552,3.269,4.081,4.575,2.298,1.507,4.247,1.864,6.034,5.628,4.377,6.582,1.753,1.259
PSD00041,professional_workshop_context,2,4.557,3.450,4.325,4.552,2.828,3.588,3.944,2.400,3.976,1.670,2.830,3.487,4.542,4.249,6.483,2.043,0.417
PSD00041,professional_workshop_context,3,4.557,3.450,4.325,4.552,3.297,4.835,5.751,3.087,3.259,1.689,4.547,4.769,4.340,3.147,6.907,2.065,1.052
PSD00041,professional_workshop_context,4,4.557,3.450,4.325,4.552,2.721,3.749,4.129,2.015,4.625,3.701,2.473,3.000,2.856,1.564,6.367,2.082,1.089
PSD00041,professional_workshop_context,5,4.557,3.450,4.325,4.552,3.268,3.904,3.947,1.782,4.262,4.897,2.082,4.303,2.761,1.000,6.316,2.253,0.279
PSD00041,professional_workshop_context,6,4.557,3.450,4.325,4.552,2.693,4.435,4.025,3.495,4.236,3.568,2.274,2.400,4.047,3.173,6.171,1.353,0.724
PSD00041,professional_workshop_context,7,4.557,3.450,4.325,4.552,3.859,4.453,4.755,1.978,4.770,3.190,1.510,4.896,4.407,1.971,6.356,1.855,0.858
PSD00041,professional_workshop_context,8,4.557,3.450,4.325,4.552,3.422,4.677,4.844,2.587,2.108,2.436,1.180,4.272,3.883,3.480,6.692,1.996,0.340
PSD00041,professional_workshop_context,9,4.557,3.450,4.325,4.552,3.877,4.751,4.213,2.049,4.014,5.195,1.507,4.810,3.913,3.925,6.157,1.643,0.424
PSD00041,professional_workshop_context,10,4.557,3.450,4.325,4.552,4.342,4.414,4.972,2.515,4.401,2.650,2.425,4.381,4.264,2.266,6.475,1.799,0.507
PSD00041,professional_workshop_context,11,4.557,3.450,4.325,4.552,3.936,4.094,3.858,2.229,3.759,3.772,1.565,3.159,4.444,2.369,6.193,1.905,0.531
PSD00041,professional_workshop_context,12,4.557,3.450,4.325,4.552,3.167,2.686,3.210,3.047,1.000,5.024,2.330,4.683,3.446,3.998,6.080,2.283,0.911
PSD00041,professional_workshop_context,13,4.557,3.450,4.325,4.552,3.135,4.677,4.411,2.847,4.308,2.829,3.375,3.312,3.515,3.228,6.730,1.265,0.856
PSD00041,professional_workshop_context,14,4.557,3.450,4.325,4.552,3.156,4.310,4.268,1.526,3.329,3.463,1.438,3.464,4.764,1.000,6.712,2.530,0.463
PSD00041,professional_workshop_context,15,4.557,3.450,4.325,4.552,4.136,5.113,5.022,2.236,2.909,5.136,3.688,4.576,5.045,1.929,6.233,2.029,0.812
PSD00041,professional_workshop_context,16,4.557,3.450,4.325,4.552,4.567,4.626,4.945,1.375,4.573,4.540,2.311,5.228,4.365,1.660,6.212,1.811,0.464
PSD00042,professional_workshop_context,1,3.723,3.205,4.282,4.832,2.583,3.667,2.762,3.362,3.084,1.747,1.107,2.261,4.776,3.596,5.881,1.567,0.753
PSD00042,professional_workshop_context,2,3.723,3.205,4.282,4.832,3.486,4.521,3.564,3.404,2.703,4.186,3.366,2.805,3.717,3.346,6.697,1.655,0.650
PSD00042,professional_workshop_context,3,3.723,3.205,4.282,4.832,3.170,4.022,4.035,2.627,3.575,3.559,1.723,5.774,3.305,2.677,6.430,1.751,0.516
PSD00042,professional_workshop_context,4,3.723,3.205,4.282,4.832,3.454,3.703,3.537,2.670,1.879,3.624,1.921,4.721,2.589,1.979,6.362,1.995,0.286
PSD00042,professional_workshop_context,5,3.723,3.205,4.282,4.832,3.553,4.431,4.531,3.078,3.648,4.757,3.882,4.298,4.140,3.269,6.574,1.590,0.557
PSD00042,professional_workshop_context,6,3.723,3.205,4.282,4.832,4.115,5.140,4.566,1.422,4.611,4.059,1.725,5.529,4.926,2.733,5.683,2.285,0.741
PSD00042,professional_workshop_context,7,3.723,3.205,4.282,4.832,2.542,4.111,3.624,2.094,3.215,2.915,1.246,4.387,3.995,4.731,6.252,1.463,1.054
PSD00042,professional_workshop_context,8,3.723,3.205,4.282,4.832,2.798,4.296,4.198,2.960,2.485,3.108,3.437,4.775,3.336,3.696,6.978,1.548,0.471
PSD00042,professional_workshop_context,9,3.723,3.205,4.282,4.832,2.989,3.146,3.640,2.265,2.241,4.705,1.636,4.120,4.152,3.861,5.909,1.626,0.649
PSD00042,professional_workshop_context,10,3.723,3.205,4.282,4.832,3.527,3.628,3.565,2.116,2.483,4.730,1.688,3.855,4.464,3.099,6.498,2.231,0.311
PSD00042,professional_workshop_context,11,3.723,3.205,4.282,4.832,2.509,3.213,2.971,2.462,3.420,3.867,1.419,3.236,2.257,2.834,6.411,1.686,0.593
PSD00042,professional_workshop_context,12,3.723,3.205,4.282,4.832,3.076,4.163,3.553,1.741,3.164,1.478,2.944,3.931,3.835,2.152,6.611,1.999,0.705
PSD00042,professional_workshop_context,13,3.723,3.205,4.282,4.832,3.348,3.705,3.960,3.506,2.034,4.298,1.898,4.292,4.375,5.268,6.819,2.175,0.725
PSD00042,professional_workshop_context,14,3.723,3.205,4.282,4.832,3.338,5.247,4.792,4.113,4.735,3.127,2.697,2.689,5.800,4.341,6.614,1.436,0.748
PSD00042,professional_workshop_context,15,3.723,3.205,4.282,4.832,3.530,4.230,4.274,2.325,3.584,4.005,2.195,3.711,5.539,1.644,6.225,2.122,0.879
PSD00042,professional_workshop_context,16,3.723,3.205,4.282,4.832,3.286,4.329,4.351,2.681,3.559,4.049,3.141,2.857,5.947,3.192,6.834,1.828,0.194
PSD00043,professional_workshop_context,1,3.769,3.914,4.484,4.529,3.536,5.133,3.936,1.962,1.234,3.693,2.610,3.912,3.814,2.209,6.323,2.103,1.449
PSD00043,professional_workshop_context,2,3.769,3.914,4.484,4.529,3.396,4.791,4.599,1.982,2.579,4.133,1.000,3.794,4.671,2.575,6.543,2.051,0.291
PSD00043,professional_workshop_context,3,3.769,3.914,4.484,4.529,3.625,4.569,3.349,2.631,6.054,4.086,1.897,2.133,5.145,4.715,6.458,1.926,0.587
PSD00043,professional_workshop_context,4,3.769,3.914,4.484,4.529,4.389,4.862,4.002,3.082,3.598,3.743,1.694,2.533,4.611,2.035,6.758,2.137,0.540
PSD00043,professional_workshop_context,5,3.769,3.914,4.484,4.529,4.176,4.927,3.849,2.999,4.603,2.424,1.317,3.729,3.400,3.416,6.841,1.908,0.128
PSD00043,professional_workshop_context,6,3.769,3.914,4.484,4.529,4.323,5.031,4.007,3.661,3.627,3.490,3.920,2.846,4.019,3.553,6.771,0.987,0.268
PSD00043,professional_workshop_context,7,3.769,3.914,4.484,4.529,3.595,3.702,3.186,3.305,3.017,1.393,2.046,1.975,3.874,2.353,6.561,2.218,0.809
PSD00043,professional_workshop_context,8,3.769,3.914,4.484,4.529,3.954,4.016,3.889,3.705,2.350,2.780,3.427,4.169,3.688,3.662,6.713,1.423,0.444
PSD00043,professional_workshop_context,9,3.769,3.914,4.484,4.529,3.451,4.802,3.694,2.397,2.606,3.194,3.636,3.557,5.134,2.940,6.251,1.710,0.698
PSD00043,professional_workshop_context,10,3.769,3.914,4.484,4.529,3.581,4.913,4.122,3.472,4.459,4.814,2.861,2.314,4.228,3.438,6.611,1.581,0.436
PSD00043,professional_workshop_context,11,3.769,3.914,4.484,4.529,3.393,4.521,5.000,3.747,3.190,3.820,3.765,3.508,4.551,3.520,6.842,1.274,0.434
PSD00043,professional_workshop_context,12,3.769,3.914,4.484,4.529,4.126,3.722,3.095,2.378,3.443,2.849,1.801,6.096,4.008,2.946,6.223,1.843,1.202
PSD00043,professional_workshop_context,13,3.769,3.914,4.484,4.529,3.500,4.888,3.892,2.260,3.137,4.140,3.918,3.471,3.674,1.506,6.529,1.684,0.677
PSD00043,professional_workshop_context,14,3.769,3.914,4.484,4.529,3.958,4.061,4.088,1.337,4.828,2.905,1.061,2.884,4.193,2.868,6.635,2.053,0.602
PSD00043,professional_workshop_context,15,3.769,3.914,4.484,4.529,3.700,4.237,4.600,2.593,3.609,4.702,4.926,5.801,2.679,2.853,6.483,1.790,0.550
PSD00043,professional_workshop_context,16,3.769,3.914,4.484,4.529,2.708,3.847,3.669,3.283,3.819,2.947,2.056,6.133,2.636,4.015,6.020,1.354,0.751
PSD00044,professional_workshop_context,1,4.072,3.537,4.053,5.259,3.278,4.090,4.201,3.254,4.600,2.842,2.485,3.296,4.754,1.998,6.614,1.680,0.745
PSD00044,professional_workshop_context,2,4.072,3.537,4.053,5.259,2.699,4.038,4.400,3.398,3.588,3.714,2.144,4.942,3.716,2.777,6.396,1.874,0.244
PSD00044,professional_workshop_context,3,4.072,3.537,4.053,5.259,3.638,3.966,4.971,4.163,4.361,3.380,3.774,3.330,4.029,2.324,6.206,1.484,0.587
PSD00044,professional_workshop_context,4,4.072,3.537,4.053,5.259,3.654,4.062,4.611,3.794,3.449,3.791,1.019,5.484,3.094,3.994,6.779,1.524,0.210
PSD00044,professional_workshop_context,5,4.072,3.537,4.053,5.259,3.692,3.920,4.068,3.277,2.110,4.630,2.597,5.223,3.783,4.066,6.913,1.765,0.310
